codgr	libgr	sougr	libsougr	codal	libal	libgren	libsougren	codsougr
10	ultra-frais laitier	3	fromage blanc et petits suisses	19506	fromage blanc de campagne nature 0% m.g.	ultra fresh dairy	fromage blanc	103
10	ultra-frais laitier	3	fromage blanc et petits suisses	19510	fromage blanc battu 20% m.g. nature	ultra fresh dairy	fromage blanc	103
10	ultra-frais laitier	3	fromage blanc et petits suisses	19515	fromage blanc battu nature 30% m.g.	ultra fresh dairy	fromage blanc	103
10	ultra-frais laitier	3	fromage blanc et petits suisses	19518	fromage blanc battu aux fruits 0% m.g. aux édulcorants type yoplait câlin 0% sur	ultra fresh dairy	fromage blanc	103
10	ultra-frais laitier	3	fromage blanc et petits suisses	19521	fromage blanc de campagne nature 40% m.g. type senoble fromage frais 43% campagn	ultra fresh dairy	fromage blanc	103
10	ultra-frais laitier	3	fromage blanc et petits suisses	19522	fromage blanc battu nature 40% m.g. type danone jockey 40% ou yoplait calin 40%	ultra fresh dairy	fromage blanc	103
10	ultra-frais laitier	3	fromage blanc et petits suisses	19562	petit-suisse nature 20% m.g. type gervais petit vitalité	ultra fresh dairy	fromage blanc	103
10	ultra-frais laitier	3	fromage blanc et petits suisses	19565	petit-suisse nature 40% m.g.	ultra fresh dairy	fromage blanc	103
10	ultra-frais laitier	3	fromage blanc et petits suisses	19566	fromage blanc aux fruits sucré 30-40% m.g.	ultra fresh dairy	fromage blanc	103
10	ultra-frais laitier	3	fromage blanc et petits suisses	19569	petit suisse aux fruits au lait demi-écrémé type petits filous	ultra fresh dairy	fromage blanc	103
10	ultra-frais laitier	3	fromage blanc et petits suisses	19572	fromage blanc type petit suisse 20% mg/ms, aromatisé vanille ou chocolat	ultra fresh dairy	fromage blanc	103
10	ultra-frais laitier	3	fromage blanc et petits suisses	92039	autre fromage blanc	ultra fresh dairy	fromage blanc	103
11	fromages	1	fromages affinés	12001	camembert fromage à pâte molle à croûte fleurie 45% m.g.	cheese	ripe cheese	111
11	fromages	1	fromages affinés	12002	camembert et apparentés 50% m.g.	cheese	ripe cheese	111
11	fromages	1	fromages affinés	12009	fromage à pâte molle à croûte fleurie genre camembert allégé 20-30% m.g.	cheese	ripe cheese	111
11	fromages	1	fromages affinés	12010	coulommiers fromage à pâte molle à croûte fleurie 40-45% m.g.	cheese	ripe cheese	111
11	fromages	1	fromages affinés	12020	brie fromage à pâte molle à croûte fleurie 45% m.g.	cheese	ripe cheese	111
11	fromages	1	fromages affinés	12025	carré de l'est fromage à pâte molle à croûte fleurie 45-50% m.g.	cheese	ripe cheese	111
11	fromages	1	fromages affinés	12028	chaource fromage à pâte molle à croûte fleurie 50% m.g.	cheese	ripe cheese	111
11	fromages	1	fromages affinés	12031	neufchâtel fromage à pâte molle à croûte fleurie 45% m.g.	cheese	ripe cheese	111
11	fromages	1	fromages affinés	12033	fromage triple crème plus de 75% m.g. type brillat savarin	cheese	ripe cheese	111
11	fromages	1	fromages affinés	12034	autre fromage à pâte molle à croûte lavée	cheese	ripe cheese	111
11	fromages	1	fromages affinés	12036	maroilles fromage à pâte molle à croûte lavée 45% m.g.	cheese	ripe cheese	111
11	fromages	1	fromages affinés	12037	livarot fromage à pâte molle à croûte lavée 40% m.g.	cheese	ripe cheese	111
11	fromages	1	fromages affinés	12039	munster fromage à pâte molle à croûte lavée 45-50% m.g.	cheese	ripe cheese	111
11	fromages	1	fromages affinés	12040	langres fromage à pâte molle à croûte lavée 50% m.g.	cheese	ripe cheese	111
11	fromages	1	fromages affinés	12042	pont l'évêque fromage à pâte molle à croûte lavée 45% m.g.	cheese	ripe cheese	111
11	fromages	1	fromages affinés	12045	reblochon fromage à pâte pressée non cuite 45% m.g.	cheese	ripe cheese	111
11	fromages	1	fromages affinés	12048	rouy fromage à pâte molle à croûte lavée 40% m.g.	cheese	ripe cheese	111
11	fromages	1	fromages affinés	12049	saint-marcellin fromage à pâte molle à croûte naturelle 40-50% m.g.	cheese	ripe cheese	111
11	fromages	1	fromages affinés	12051	vacherin mont d'or fromage à pâte molle à croûte lavée au moins 45% m.g	cheese	ripe cheese	111
11	fromages	1	fromages affinés	12100	autre fromage à pâte pressée cuite	cheese	ripe cheese	111
11	fromages	1	fromages affinés	12105	beaufort fromage à pâte pressée cuite 45% m.g.	cheese	ripe cheese	111
11	fromages	1	fromages affinés	12110	comté fromage à pâte pressée cuite 45% m.g.	cheese	ripe cheese	111
11	fromages	1	fromages affinés	12114	gruyère fromage à pâte pressée cuite 45% m.g.	cheese	ripe cheese	111
11	fromages	1	fromages affinés	12115	emmental fromage à pâte pressée cuite 45% m.g.	cheese	ripe cheese	111
11	fromages	1	fromages affinés	12116	emmental allégé	cheese	ripe cheese	111
11	fromages	1	fromages affinés	12120	parmesan fromage à pâte pressée cuite 45% m.g.	cheese	ripe cheese	111
11	fromages	1	fromages affinés	12500	roquefort fromage de brebis à pâte persillée 52% m.g.	cheese	ripe cheese	111
11	fromages	1	fromages affinés	12520	bleu au lait de vache fromage à pâte persillée sans précision	cheese	ripe cheese	111
11	fromages	1	fromages affinés	12521	bleu d'auvergne fromage à pâte persillée 50% m.g.	cheese	ripe cheese	111
11	fromages	1	fromages affinés	12522	fourme d'ambert fromage à pâte persillée 50% m.g.	cheese	ripe cheese	111
11	fromages	1	fromages affinés	12523	bleu des causses fromage à pâte persillée 45% m.g.	cheese	ripe cheese	111
11	fromages	1	fromages affinés	12524	gorgonzola fromage à pâte molle persillée 45% m.g.	cheese	ripe cheese	111
11	fromages	1	fromages affinés	12527	bleu et mini bleu de bresse fromage à pâte persillée 45% m.g.	cheese	ripe cheese	111
11	fromages	1	fromages affinés	12705	fromage à pâte pressée non cuite allégé 20-30% m.g.	cheese	ripe cheese	111
11	fromages	1	fromages affinés	12708	fromage à pâte pressée non cuite 40-50% m.g.	cheese	ripe cheese	111
11	fromages	1	fromages affinés	12720	fromage et mini fromage type bonbel-babybel	cheese	ripe cheese	111
11	fromages	1	fromages affinés	12723	cantal salers ou laguiole fromages à pâte pressée non cuite 45% m.g.	cheese	ripe cheese	111
11	fromages	1	fromages affinés	12726	cheddar fromage à pâte pressée non cuite 45% m.g.	cheese	ripe cheese	111
11	fromages	1	fromages affinés	12729	édam fromage à pâte pressée non cuite 40-45% m.g.	cheese	ripe cheese	111
11	fromages	1	fromages affinés	12736	gouda fromage à pâte pressée non cuite 30-40% m.g.	cheese	ripe cheese	111
11	fromages	1	fromages affinés	12740	mimolette fromage à pâte pressée non cuite 45% m.g.	cheese	ripe cheese	111
11	fromages	1	fromages affinés	12743	morbier fromage à pâte pressée non cuite 45% m.g.	cheese	ripe cheese	111
11	fromages	1	fromages affinés	12746	fromage des pyrénées au lait de vache	cheese	ripe cheese	111
11	fromages	1	fromages affinés	12747	fromage des pyrénées au lait de brebis	cheese	ripe cheese	111
11	fromages	1	fromages affinés	12749	raclette fromage à pâte pressée non cuite 45% m.g.	cheese	ripe cheese	111
11	fromages	1	fromages affinés	12752	saint-nectaire fromage à pâte pressée non cuite 45% m.g.	cheese	ripe cheese	111
11	fromages	1	fromages affinés	12754	port salut fromage à pâte pressée non cuite à croûte lavée 50% m.g.	cheese	ripe cheese	111
11	fromages	1	fromages affinés	12755	saint-paulin fromage à pâte pressée non cuite 45-50% m.g.	cheese	ripe cheese	111
11	fromages	1	fromages affinés	12758	tome ou tomme fromage à pâte pressée non cuite 45% m.g.	cheese	ripe cheese	111
11	fromages	1	fromages affinés	12759	tomme de montagne ou tomme de savoie	cheese	ripe cheese	111
11	fromages	1	fromages affinés	12801	fromage de chèvre affiné au lait cru	cheese	ripe cheese	111
11	fromages	1	fromages affinés	12803	fromage de chèvre affiné au lait pasteurisé ou cru	cheese	ripe cheese	111
11	fromages	1	fromages affinés	12820	fromage de chèvre pâte molle	cheese	ripe cheese	111
11	fromages	1	fromages affinés	12999	fromage sans précision	cheese	ripe cheese	111
11	fromages	1	fromages affinés	25545	fromage à cuire pané nature type crousti'cho de président	cheese	ripe cheese	111
11	fromages	1	fromages affinés	25546	fromage à cuire pané au jambon type menu fromage	cheese	ripe cheese	111
11	fromages	1	fromages affinés	81005	gruyère râpé ajouté au service	cheese	ripe cheese	111
11	fromages	1	fromages affinés	90068	camembert sans précision	cheese	ripe cheese	111
11	fromages	1	fromages affinés	90069	caprice des dieux fromage à pâte molle 60% m.g.	cheese	ripe cheese	111
11	fromages	1	fromages affinés	90071	chamois d'or fromage à pâte molle 60% m.g.	cheese	ripe cheese	111
11	fromages	1	fromages affinés	90072	chaumes fromage à pâte molle à croûte lavée 50% m.g.	cheese	ripe cheese	111
11	fromages	1	fromages affinés	90075	époisses fromage à pâte molle à croûte lavée 45% m.g.	cheese	ripe cheese	111
11	fromages	1	fromages affinés	90076	fol épi fromage à pâte pressée cuite à trous 50% m.g.	cheese	ripe cheese	111
11	fromages	1	fromages affinés	90083	hollande fromage à pâte pressée non cuite 30-40% m.g.	cheese	ripe cheese	111
11	fromages	1	fromages affinés	90086	leerdammer fromage à pâte pressée demi-cuite à trous 45% m.g.	cheese	ripe cheese	111
11	fromages	1	fromages affinés	90095	pavé d'affinois fromage à pâte molle 45% m.g.	cheese	ripe cheese	111
11	fromages	1	fromages affinés	90102	saint albray fromage à pâte molle 50% m.g.	cheese	ripe cheese	111
11	fromages	1	fromages affinés	90112	vieux pané fromage à pâte molle 50% m.g.	cheese	ripe cheese	111
11	fromages	1	fromages affinés	92018	saint-félicien fromage à pâte molle 60% m.g.	cheese	ripe cheese	111
11	fromages	1	fromages affinés	92019	boursault fromage à pâte molle double crème	cheese	ripe cheese	111
11	fromages	1	fromages affinés	92020	maasdam fromage à pâte pressée non cuite à trous 45% m.g.	cheese	ripe cheese	111
11	fromages	1	fromages affinés	92021	pouligny saint-pierre fromage de chèvre	cheese	ripe cheese	111
11	fromages	1	fromages affinés	92022	selles-sur-cher fromage de chèvre	cheese	ripe cheese	111
11	fromages	1	fromages affinés	92023	chabichou fromage de chèvre	cheese	ripe cheese	111
11	fromages	1	fromages affinés	92024	fromage de chèvre mi-sec	cheese	ripe cheese	111
11	fromages	1	fromages affinés	92025	fromage de chèvre sec	cheese	ripe cheese	111
11	fromages	1	fromages affinés	92026	crottin fromage de chèvre	cheese	ripe cheese	111
11	fromages	1	fromages affinés	92027	picodon fromage de chèvre	cheese	ripe cheese	111
11	fromages	1	fromages affinés	92028	sainte-maure fromage de chèvre	cheese	ripe cheese	111
11	fromages	2	fromages fondus	12305	fromage fondu 25% m.g. type sylphide ou vache qui rit équilibre et ligne	cheese	processed cheese	112
11	fromages	2	fromages fondus	12310	fromage fondu en portions ou en cubes 45-50% m.g.	cheese	processed cheese	112
11	fromages	2	fromages fondus	12315	fromage fondu 60-65% m.g. type six de savoie	cheese	processed cheese	112
11	fromages	2	fromages fondus	12325	cancoillotte spécialité fromagère fondue 40% m.g.	cheese	processed cheese	112
11	fromages	2	fromages fondus	12355	fromage fondu aux noix type rambol	cheese	processed cheese	112
11	fromages	2	fromages fondus	12356	snack pour enfants à base de fromage fondu et gressins type pik et croq ou kiri	cheese	processed cheese	112
11	fromages	2	fromages fondus	12819	fromage de chèvre fondu à tartiner nature type cabrette ou chavroux	cheese	processed cheese	112
11	fromages	2	fromages fondus	90061	apéricube fromage fondu 50% m.g.	cheese	processed cheese	112
11	fromages	2	fromages fondus	90084	kiri crème fromage fondu double crème 70% m.g.	cheese	processed cheese	112
11	fromages	2	fromages fondus	90098	p'tit louis fromage fondu 65% m.g.	cheese	processed cheese	112
11	fromages	2	fromages fondus	90103	saint-moret fromage fondu demi-sel 30% m.g.	cheese	processed cheese	112
11	fromages	2	fromages fondus	90104	saint-moret allégé fromage fondu demi-sel 20% m.g.	cheese	processed cheese	112
11	fromages	2	fromages fondus	90106	samos 99 fromage fondu double crème 70% m.g.	cheese	processed cheese	112
11	fromages	2	fromages fondus	90110	vache qui rit fromage fondu 50% m.g.	cheese	processed cheese	112
11	fromages	3	fromages frais non affinés	12061	féta de brebis	cheese	fresh cheese	113
11	fromages	3	fromages frais non affinés	12320	spécialité fromagère non affinée double crème 70% m.g.	cheese	fresh cheese	113
11	fromages	3	fromages frais non affinés	12805	fromage de chèvre frais	cheese	fresh cheese	113
11	fromages	3	fromages frais non affinés	19524	fromage frais à tartiner 40-60% m.g	cheese	fresh cheese	113
11	fromages	3	fromages frais non affinés	19525	fromage frais à tartiner nature à plus de 60% m.g.	cheese	fresh cheese	113
11	fromages	3	fromages frais non affinés	19530	fromage frais à tartiner à plus de 60% m.g.	cheese	fresh cheese	113
11	fromages	3	fromages frais non affinés	19585	ricotta	cheese	fresh cheese	113
11	fromages	3	fromages frais non affinés	19590	mozzarella	cheese	fresh cheese	113
11	fromages	3	fromages frais non affinés	90067	boursin fromage frais salé aromatisé 70% m.g.	cheese	fresh cheese	113
11	fromages	3	fromages frais non affinés	90070	carré frais fromage à tartiner 40% m.g.	cheese	fresh cheese	113
11	fromages	3	fromages frais non affinés	90109	tartare fromage frais aromatisé salé 70% m.g.	cheese	fresh cheese	113
11	fromages	4	autres fromages ou fromage sans précision	92037	autre fromage	cheese	other cheese	114
12	oeufs et dérivés	99	sans	22000	oeuf entier cru	egg 	egg	1299
12	oeufs et dérivés	99	sans	22008	blanc d'œuf dur	egg 	egg	1299
12	oeufs et dérivés	99	sans	22009	jaune d'œuf cuit	egg 	egg	1299
12	oeufs et dérivés	99	sans	22010	oeuf dur	egg 	egg	1299
12	oeufs et dérivés	99	sans	22011	oeuf poché	egg 	egg	1299
12	oeufs et dérivés	99	sans	22014	oeuf à la coque	egg 	egg	1299
12	oeufs et dérivés	99	sans	22500	omelette nature cuite au beurre	egg 	egg	1299
12	oeufs et dérivés	99	sans	22501	oeuf au plat salé	egg 	egg	1299
12	oeufs et dérivés	99	sans	22502	oeufs brouillés au beurre	egg 	egg	1299
12	oeufs et dérivés	99	sans	22506	omelette au fromage	egg 	egg	1299
12	oeufs et dérivés	99	sans	22507	omelette aux lardons	egg 	egg	1299
12	oeufs et dérivés	99	sans	22508	omelette aux champignons	egg 	egg	1299
12	oeufs et dérivés	99	sans	22509	omelette aux fines herbes	egg 	egg	1299
13	beurre	99	sans	16400	beurre doux	butter	butter	1399
13	beurre	99	sans	16402	beurre demi-sel sel maxi 3%	butter	butter	1399
13	beurre	99	sans	16403	beurre salé sel > 3%	butter	butter	1399
13	beurre	99	sans	16410	beurre allégé 60-62 % m.g.	butter	butter	1399
13	beurre	99	sans	16411	beurre allégé 60-62 % m.g. demi-sel	butter	butter	1399
13	beurre	99	sans	16412	beurre allégé sans précision	butter	butter	1399
13	beurre	99	sans	16415	beurre doux léger 39-41% m.g.	butter	butter	1399
13	beurre	99	sans	16416	beurre léger 39-41% m.g. demi-sel	butter	butter	1399
13	beurre	99	sans	16712	matière grasse laitière légère 25% m.g. à tartiner type bridelight	butter	butter	1399
13	beurre	99	sans	81006	beurre allégé ajouté au service	butter	butter	1399
13	beurre	99	sans	81007	beurre allégé ajouté à la cuisson	butter	butter	1399
13	beurre	99	sans	81008	beurre doux non allégé ajouté à la cuisson	butter	butter	1399
13	beurre	99	sans	81009	beurre doux non allégé ajoutée au service	butter	butter	1399
13	beurre	99	sans	81010	beurre salé non allégé ajoutée au service	butter	butter	1399
13	beurre	99	sans	81011	beurre salé non allégé ajouté à la cuisson	butter	butter	1399
14	huile	99	sans	17001	huile végétale sans précision	oil	oil	1499
14	huile	99	sans	17040	huile d'arachide	oil	oil	1499
14	huile	99	sans	17130	huile de colza	oil	oil	1499
14	huile	99	sans	17190	huile de maïs	oil	oil	1499
14	huile	99	sans	17220	huile de noix	oil	oil	1499
14	huile	99	sans	17270	huile d'olive vierge	oil	oil	1499
14	huile	99	sans	17350	huile de pépins de raisin	oil	oil	1499
14	huile	99	sans	17420	huile de soja	oil	oil	1499
14	huile	99	sans	17440	huile de tournesol	oil	oil	1499
14	huile	99	sans	17700	huile mélangée équilibrée type isio 4	oil	oil	1499
14	huile	99	sans	81012	huile d'arachide ajoutée à la cuisson	oil	oil	1499
14	huile	99	sans	81013	huile d'arachide ajoutée au service	oil	oil	1499
14	huile	99	sans	81014	huile de colza ajoutée au service	oil	oil	1499
14	huile	99	sans	81015	huile de colza ajoutée à la cuisson	oil	oil	1499
14	huile	99	sans	81016	huile de maïs ajoutée à la cuisson	oil	oil	1499
14	huile	99	sans	81017	huile de maïs ajoutée au service	oil	oil	1499
14	huile	99	sans	81018	huile de palme ajoutée à la cuisson	oil	oil	1499
14	huile	99	sans	81020	huile de pépin de raisins ajoutée à la cuisson	oil	oil	1499
14	huile	99	sans	81021	huile de pépin de raisins ajoutée au service	oil	oil	1499
14	huile	99	sans	81022	huile de tournesol ajoutée à la cuisson	oil	oil	1499
14	huile	99	sans	81023	huile de tournesol ajoutée au service	oil	oil	1499
14	huile	99	sans	81024	huile d'olive ajoutée à la cuisson	oil	oil	1499
14	huile	99	sans	81025	huile d'olive ajoutée au service	oil	oil	1499
14	huile	99	sans	81028	huile mélangée (type isio 4) ajoutée au service	oil	oil	1499
14	huile	99	sans	81029	huile mélangée (type isio 4) ajoutée à la cuisson	oil	oil	1499
14	huile	99	sans	81075	huile de noix ajoutée au service	oil	oil	1499
14	huile	99	sans	81081	huile de carthame ajoutée au service	oil	oil	1499
14	huile	99	sans	81086	huile de soja ajoutée au service	oil	oil	1499
14	huile	99	sans	81087	huile primevère oméga 3 ajoutée à la cuisson	oil	oil	1499
14	huile	99	sans	81088	huile primevère oméga 3 ajoutée au service	oil	oil	1499
14	huile	99	sans	92038	autre huile végétale	oil	oil	1499
15	margarine	99	sans	16615	margarine de cuisine 80% m.g.	margarine	margarine	1599
15	margarine	99	sans	16616	matière grasse 70% m.g. en pain type astra	margarine	margarine	1599
15	margarine	99	sans	16632	matière grasse allégée 60% m.g.	margarine	margarine	1599
15	margarine	99	sans	16655	margarine au tournesol en barquette 80% m.g. type fruit d'or	margarine	margarine	1599
15	margarine	99	sans	16701	matière grasse composée allégée 60% m.g. type le fleurier ou tartine et cuisine	margarine	margarine	1599
15	margarine	99	sans	16727	matière grasse allégée 55-60% m.g. riche en oméga 3 et 6	margarine	margarine	1599
15	margarine	99	sans	16728	matière grasse légère 35% m.g. enrichie en stérols/stanols type proactive tartin	margarine	margarine	1599
15	margarine	99	sans	16729	matière grasse légère 38-41% m.g. demi-sel tartiner	margarine	margarine	1599
15	margarine	99	sans	16730	matière grasse légère 38-41% m.g. à tartiner	margarine	margarine	1599
15	margarine	99	sans	81030	margarine à l'huile d'olive 60% m.g. ajoutée au service	margarine	margarine	1599
15	margarine	99	sans	81031	margarine à l'huile d'olive  60% m.g. ajoutéee à la cuisson	margarine	margarine	1599
15	margarine	99	sans	81032	margarine allégée demi-sel 40% m.g. ajoutée au service	margarine	margarine	1599
15	margarine	99	sans	81033	margarine allégée demi-sel  40% m.g. ajoutée à la cuisson	margarine	margarine	1599
15	margarine	99	sans	81034	margarine allégée 40% m.g. ajoutée au service	margarine	margarine	1599
15	margarine	99	sans	81035	margarine allégée  40% m.g. ajoutée à la cuisson	margarine	margarine	1599
15	margarine	99	sans	81036	margarine au tournesol 60% m.g. ajoutée au service	margarine	margarine	1599
15	margarine	99	sans	81037	margarine au tournesol  60% m.g. ajoutée à la cuisson	margarine	margarine	1599
15	margarine	99	sans	81038	margarine au tournesol  70% ou 80% m.g. ajoutée à la cuisson	margarine	margarine	1599
15	margarine	99	sans	81039	margarine au tournesol 70% ou 80% m.g. ajoutée au service	margarine	margarine	1599
15	margarine	99	sans	81040	margarine ordinaire  60% m.g. ajoutée à la cuisson	margarine	margarine	1599
15	margarine	99	sans	81041	margarine ordinaire 60% m.g. ajoutée au service	margarine	margarine	1599
15	margarine	99	sans	81042	margarine ordinaire  70% ou 80% m.g. ajoutée à la cuisson	margarine	margarine	1599
15	margarine	99	sans	81043	margarine ordinaire 70% ou 80% m.g. ajoutée au service	margarine	margarine	1599
15	margarine	99	sans	81044	margarine proactiv de fruit d'or ajoutée au service	margarine	margarine	1599
15	margarine	99	sans	81045	margarine proactiv de fruit d'or ajoutée à la cuisson	margarine	margarine	1599
15	margarine	99	sans	81046	margarine type primevère 60% m.g. ajoutée au service	margarine	margarine	1599
15	margarine	99	sans	81047	margarine type primevère 60% m.g. ajoutée à la cuisson	margarine	margarine	1599
16	autres graisses	99	sans	15202	pâte d'arachide ou beurre de cacahuète	other fat	other fat	1699
16	autres graisses	99	sans	16080	corps gras pour friture 100% m.g. type végétaline	other fat	other fat	1699
16	autres graisses	99	sans	16520	saindoux	other fat	other fat	1699
16	autres graisses	99	sans	16550	graisse de canard	other fat	other fat	1699
16	autres graisses	99	sans	16560	graisse d'oie	other fat	other fat	1699
16	autres graisses	99	sans	81051	gras de bœuf  saindoux ou autre graisse animale ajoutés à la cuisson	other fat	other fat	1699
17	viande	1	agneau	21501	agneau côtelette grillée	meat	lamb	171
17	viande	1	agneau	21503	agneau gigot rôti	meat	lamb	171
17	viande	1	agneau	21506	agneau épaule rôtie	meat	lamb	171
17	viande	1	agneau	25541	brochette d'agneau	meat	lamb	171
17	viande	2	bœuf en pièces ou haché	6100	bœuf entrecôte grillée	meat	beef	172
17	viande	2	bœuf en pièces ou haché	6101	bœuf braisé	meat	beef	172
17	viande	2	bœuf en pièces ou haché	6110	bœuf faux-filet grillé	meat	beef	172
17	viande	2	bœuf en pièces ou haché	6200	boeuf bifteck grillé	meat	beef	172
17	viande	2	bœuf en pièces ou haché	6210	bœuf rosbif rôti	meat	beef	172
17	viande	2	bœuf en pièces ou haché	6220	bœuf à bourguignon cuit	meat	beef	172
17	viande	2	bœuf en pièces ou haché	6230	bœuf à pot-au-feu cuit	meat	beef	172
17	viande	2	bœuf en pièces ou haché	6250	steak haché 5% m.g. cru	meat	beef	172
17	viande	2	bœuf en pièces ou haché	6251	steak haché 5% m.g. cuit	meat	beef	172
17	viande	2	bœuf en pièces ou haché	6253	steak haché 10% m.g. cuit	meat	beef	172
17	viande	2	bœuf en pièces ou haché	6255	steak haché 15% m.g. cuit	meat	beef	172
17	viande	2	bœuf en pièces ou haché	6257	steak haché 20% m.g. cuit	meat	beef	172
17	viande	2	bœuf en pièces ou haché	25163	bœuf boulettes cuites	meat	beef	172
17	viande	2	bœuf en pièces ou haché	25505	brochette de bœuf	meat	beef	172
17	viande	2	bœuf en pièces ou haché	25538	carpaccio de boeuf	meat	beef	172
17	viande	2	bœuf en pièces ou haché	90205	fondue bourguignonne	meat	beef	172
17	viande	3	porc	28101	porc côtelette grillée	meat	pork	173
17	viande	3	porc	28202	porc filet rôti maigre cuit	meat	pork	173
17	viande	3	porc	28301	porc rôti cuit	meat	pork	173
17	viande	3	porc	28401	porc travers braisé	meat	pork	173
17	viande	3	porc	28451	porc échine rôtie	meat	pork	173
17	viande	4	veau	6511	veau côte cuite	meat	veal	174
17	viande	4	veau	6520	veau escalope cuite	meat	veal	174
17	viande	4	veau	6531	veau filet rôti	meat	veal	174
17	viande	4	veau	6550	veau rôti	meat	veal	174
17	viande	4	veau	6570	veau mijoté	meat	veal	174
17	viande	4	veau	25173	veau escalope panée	meat	veal	174
17	viande	5	autre viande	6902	cheval viande rôtie	meat	other meat	175
17	viande	5	autre viande	6999	viande cuite sans précision	meat	other meat	175
17	viande	5	autre viande	25506	brochette mixte de viande	meat	other meat	175
17	viande	5	autre viande	92040	autre viande	meat	other meat	175
18	volaille et gibier	1	volailles et lapins	8110	confit de canard	poultry and game	poultry rabbit	181
18	volaille et gibier	1	volailles et lapins	25504	brochette de volaille	poultry and game	poultry rabbit	181
18	volaille et gibier	1	volailles et lapins	34000	lapin en ragoût	poultry and game	poultry rabbit	181
18	volaille et gibier	1	volailles et lapins	34002	lapin viande cuite	poultry and game	poultry rabbit	181
18	volaille et gibier	1	volailles et lapins	36004	poulet cuisse rôtie viande et peau	poultry and game	poultry rabbit	181
18	volaille et gibier	1	volailles et lapins	36005	poulet rôti viande et peau	poultry and game	poultry rabbit	181
18	volaille et gibier	1	volailles et lapins	36010	poule bouillie viande et peau	poultry and game	poultry rabbit	181
18	volaille et gibier	1	volailles et lapins	36011	poule viande bouillie	poultry and game	poultry rabbit	181
18	volaille et gibier	1	volailles et lapins	36018	blanc de poulet cuit	poultry and game	poultry rabbit	181
18	volaille et gibier	1	volailles et lapins	36102	caille cuite viande et peau	poultry and game	poultry rabbit	181
18	volaille et gibier	1	volailles et lapins	36202	canard viande rôtie	poultry and game	poultry rabbit	181
18	volaille et gibier	1	volailles et lapins	36205	canard magret cuit à la poêle	poultry and game	poultry rabbit	181
18	volaille et gibier	1	volailles et lapins	36302	dinde viande rôtie	poultry and game	poultry rabbit	181
18	volaille et gibier	1	volailles et lapins	36306	dinde ou autre volaille escalope sautée	poultry and game	poultry rabbit	181
18	volaille et gibier	1	volailles et lapins	36502	oie viande rôtie	poultry and game	poultry rabbit	181
18	volaille et gibier	1	volailles et lapins	36602	pigeon viande rôtie	poultry and game	poultry rabbit	181
18	volaille et gibier	1	volailles et lapins	36900	volaille cuite sans précision	poultry and game	poultry rabbit	181
18	volaille et gibier	1	volailles et lapins	92509	autre volaille cuite	poultry and game	poultry rabbit	181
18	volaille et gibier	2	gibier	14000	chevreuil rôti	poultry and game	game	182
18	volaille et gibier	2	gibier	14001	lièvre en ragoût	poultry and game	game	182
18	volaille et gibier	2	gibier	14003	sanglier rôti	poultry and game	game	182
18	volaille et gibier	2	gibier	36402	faisan viande rôtie	poultry and game	game	182
18	volaille et gibier	2	gibier	92047	autre gibier	poultry and game	game	182
19	abats	99	sans	40003	cervelle d'agneau cuite	offal	offal	1999
19	abats	99	sans	40004	cervelle de porc braisée	offal	offal	1999
19	abats	99	sans	40053	cœur de bœuf cuit	offal	offal	1999
19	abats	99	sans	40103	foie d'agneau cuit	offal	offal	1999
19	abats	99	sans	40105	foie de génisse cuit	offal	offal	1999
19	abats	99	sans	40107	foie de veau cuit	offal	offal	1999
19	abats	99	sans	40109	foie de volaille cuit	offal	offal	1999
19	abats	99	sans	40116	foie poulet cuit	offal	offal	1999
19	abats	99	sans	40201	langue de veau cuite	offal	offal	1999
19	abats	99	sans	40203	langue de bœuf cuite	offal	offal	1999
19	abats	99	sans	40305	ris de veau braisé ou poêlé	offal	offal	1999
19	abats	99	sans	40401	rognon cuit sans précision	offal	offal	1999
19	abats	99	sans	40403	rognon de bœuf cuit	offal	offal	1999
19	abats	99	sans	40405	rognon de porc cuit	offal	offal	1999
19	abats	99	sans	40406	rognon d'agneau braisé	offal	offal	1999
19	abats	99	sans	40701	canard gésier confit égoutté et réchauffé	offal	offal	1999
19	abats	99	sans	92003	autre abat	offal	offal	1999
20	charcuterie	1	jambons et charcuteries en pièces	28501	lardon nature cru	charcuterie	ham	201
20	charcuterie	1	jambons et charcuteries en pièces	28504	lardon nature cuit	charcuterie	ham	201
20	charcuterie	1	jambons et charcuteries en pièces	28720	poitrine de porc fumée	charcuterie	ham	201
20	charcuterie	1	jambons et charcuteries en pièces	28725	lardon ou bacon fumé cuit	charcuterie	ham	201
20	charcuterie	1	jambons et charcuteries en pièces	28727	bacon filet cuit	charcuterie	ham	201
20	charcuterie	1	jambons et charcuteries en pièces	28800	jambon cru	charcuterie	ham	201
20	charcuterie	1	jambons et charcuteries en pièces	28801	jambon cru fumé	charcuterie	ham	201
20	charcuterie	1	jambons et charcuteries en pièces	28802	jambon sec dd (découenné dégraissé)	charcuterie	ham	201
20	charcuterie	1	jambons et charcuteries en pièces	28803	jambon cuit fumé	charcuterie	ham	201
20	charcuterie	1	jambons et charcuteries en pièces	28850	coppa	charcuterie	ham	201
20	charcuterie	1	jambons et charcuteries en pièces	28858	pancetta ou poitrine roulée sèche	charcuterie	ham	201
20	charcuterie	1	jambons et charcuteries en pièces	28900	jambon cuit supérieur	charcuterie	ham	201
