codgr	libgr	sougr	libsougr	codal	libal	libgren	libsougren	codsougr
20	charcuterie	1	jambons et charcuteries en pièces	28906	jambon cuit supérieur dd (découenné dégraissé)	charcuterie	ham	201
20	charcuterie	1	jambons et charcuteries en pièces	28916	jambon cuit	charcuterie	ham	201
20	charcuterie	1	jambons et charcuteries en pièces	28925	jambon cuit dd (découenné dégraissé)	charcuterie	ham	201
20	charcuterie	1	jambons et charcuteries en pièces	28960	jambonneau cuit	charcuterie	ham	201
20	charcuterie	2	saucisses, saucissons, andouilles et boudins	8504	andouille réchauffée	charcuterie	sausage saucisson	202
20	charcuterie	2	saucisses, saucissons, andouilles et boudins	8551	andouillette réchauffée	charcuterie	sausage saucisson	202
20	charcuterie	2	saucisses, saucissons, andouilles et boudins	8704	boudin noir cuit	charcuterie	sausage saucisson	202
20	charcuterie	2	saucisses, saucissons, andouilles et boudins	8800	boudin blanc cuit	charcuterie	sausage saucisson	202
20	charcuterie	2	saucisses, saucissons, andouilles et boudins	30005	chipolata cuite	charcuterie	sausage saucisson	202
20	charcuterie	2	saucisses, saucissons, andouilles et boudins	30011	saucisse de toulouse cuite	charcuterie	sausage saucisson	202
20	charcuterie	2	saucisses, saucissons, andouilles et boudins	30105	saucisse de montbéliard	charcuterie	sausage saucisson	202
20	charcuterie	2	saucisses, saucissons, andouilles et boudins	30108	saucisse de morteau cuite	charcuterie	sausage saucisson	202
20	charcuterie	2	saucisses, saucissons, andouilles et boudins	30125	saucisse alsacienne fumée ou gendarme	charcuterie	sausage saucisson	202
20	charcuterie	2	saucisses, saucissons, andouilles et boudins	30134	saucisse de francfort	charcuterie	sausage saucisson	202
20	charcuterie	2	saucisses, saucissons, andouilles et boudins	30155	merguez de bœuf et de mouton cuite	charcuterie	sausage saucisson	202
20	charcuterie	2	saucisses, saucissons, andouilles et boudins	30300	saucisson sec	charcuterie	sausage saucisson	202
20	charcuterie	2	saucisses, saucissons, andouilles et boudins	30301	saucisson sec pur porc	charcuterie	sausage saucisson	202
20	charcuterie	2	saucisses, saucissons, andouilles et boudins	30304	rosette ou fuseau	charcuterie	sausage saucisson	202
20	charcuterie	2	saucisses, saucissons, andouilles et boudins	30315	chorizo sec	charcuterie	sausage saucisson	202
20	charcuterie	2	saucisses, saucissons, andouilles et boudins	30350	salami	charcuterie	sausage saucisson	202
20	charcuterie	2	saucisses, saucissons, andouilles et boudins	30700	saucisson à l'ail	charcuterie	sausage saucisson	202
20	charcuterie	2	saucisses, saucissons, andouilles et boudins	30730	cervelas	charcuterie	sausage saucisson	202
20	charcuterie	2	saucisses, saucissons, andouilles et boudins	30742	saucisse de strasbourg	charcuterie	sausage saucisson	202
20	charcuterie	2	saucisses, saucissons, andouilles et boudins	30746	saucisse cocktail	charcuterie	sausage saucisson	202
20	charcuterie	2	saucisses, saucissons, andouilles et boudins	30780	saucisse sans précision	charcuterie	sausage saucisson	202
20	charcuterie	2	saucisses, saucissons, andouilles et boudins	30789	mortadelle	charcuterie	sausage saucisson	202
20	charcuterie	2	saucisses, saucissons, andouilles et boudins	90119	saucisse sèche	charcuterie	sausage saucisson	202
20	charcuterie	2	saucisses, saucissons, andouilles et boudins	91038	chair à saucisse	charcuterie	sausage saucisson	202
20	charcuterie	3	pâtés, terrines, rillettes et foie gras	8001	rillettes pur porc	charcuterie	pate terrine rillette foie gras	203
20	charcuterie	3	pâtés, terrines, rillettes et foie gras	8055	rillettes	charcuterie	pate terrine rillette foie gras	203
20	charcuterie	3	pâtés, terrines, rillettes et foie gras	8211	pâté de campagne	charcuterie	pate terrine rillette foie gras	203
20	charcuterie	3	pâtés, terrines, rillettes et foie gras	8232	terrine de canard	charcuterie	pate terrine rillette foie gras	203
20	charcuterie	3	pâtés, terrines, rillettes et foie gras	8240	pâté de lapin	charcuterie	pate terrine rillette foie gras	203
20	charcuterie	3	pâtés, terrines, rillettes et foie gras	8305	pâté de foie de porc	charcuterie	pate terrine rillette foie gras	203
20	charcuterie	3	pâtés, terrines, rillettes et foie gras	8313	mousse de foie	charcuterie	pate terrine rillette foie gras	203
20	charcuterie	3	pâtés, terrines, rillettes et foie gras	8316	pâté de foie de volaille	charcuterie	pate terrine rillette foie gras	203
20	charcuterie	3	pâtés, terrines, rillettes et foie gras	8320	foie gras en conserve	charcuterie	pate terrine rillette foie gras	203
20	charcuterie	3	pâtés, terrines, rillettes et foie gras	8322	foie gras de canard entier en conserve	charcuterie	pate terrine rillette foie gras	203
20	charcuterie	3	pâtés, terrines, rillettes et foie gras	8350	galantine	charcuterie	pate terrine rillette foie gras	203
20	charcuterie	3	pâtés, terrines, rillettes et foie gras	8391	pâté en croûte	charcuterie	pate terrine rillette foie gras	203
20	charcuterie	3	pâtés, terrines, rillettes et foie gras	8400	pâté de tête ou fromage de tête	charcuterie	pate terrine rillette foie gras	203
20	charcuterie	4	autre charcuterie ou charcuterie  sans précision	30900	charcuterie sans précision	charcuterie	other charcuterie	204
20	charcuterie	4	autre charcuterie ou charcuterie  sans précision	92508	autre charcuterie	charcuterie	other charcuterie	204
21	poissons	1	poissons de mer	25537	carpaccio de saumon	fish	sea fish	211
21	poissons	1	poissons de mer	26000	anchois filets à l'huile semi-conserve	fish	sea fish	211
21	poissons	1	poissons de mer	26003	carrelet ou plie cuit à la vapeur	fish	sea fish	211
21	poissons	1	poissons de mer	26008	églefin cuit à la vapeur	fish	sea fish	211
21	poissons	1	poissons de mer	26009	flétan cru	fish	sea fish	211
21	poissons	1	poissons de mer	26010	hareng mariné	fish	sea fish	211
21	poissons	1	poissons de mer	26012	hareng frit	fish	sea fish	211
21	poissons	1	poissons de mer	26013	hareng fumé	fish	sea fish	211
21	poissons	1	poissons de mer	26014	hareng grillé	fish	sea fish	211
21	poissons	1	poissons de mer	26015	lieu ou colin noir cuit	fish	sea fish	211
21	poissons	1	poissons de mer	26016	limande-sole panée frite	fish	sea fish	211
21	poissons	1	poissons de mer	26017	limande-sole cuite à la vapeur	fish	sea fish	211
21	poissons	1	poissons de mer	26019	maquereau cuit au four	fish	sea fish	211
21	poissons	1	poissons de mer	26020	maquereau frit	fish	sea fish	211
21	poissons	1	poissons de mer	26021	merlan frit	fish	sea fish	211
21	poissons	1	poissons de mer	26022	merlan cuit à la vapeur	fish	sea fish	211
21	poissons	1	poissons de mer	26023	cabillaud cuit au four	fish	sea fish	211
21	poissons	1	poissons de mer	26024	morue salée pochée	fish	sea fish	211
21	poissons	1	poissons de mer	26025	cabillaud cuit à la vapeur	fish	sea fish	211
21	poissons	1	poissons de mer	26026	mulet cuit au four	fish	sea fish	211
21	poissons	1	poissons de mer	26027	pilchard à la sauce tomate en conserve	fish	sea fish	211
21	poissons	1	poissons de mer	26031	raie cuite au four	fish	sea fish	211
21	poissons	1	poissons de mer	26033	roussette ou saumonette braisée	fish	sea fish	211
21	poissons	1	poissons de mer	26034	sardine à l'huile en conserve égouttée	fish	sea fish	211
21	poissons	1	poissons de mer	26035	sardine à la sauce tomate en conserve	fish	sea fish	211
21	poissons	1	poissons de mer	26036	saumon cru d'élevage	fish	sea fish	211
21	poissons	1	poissons de mer	26037	saumon fumé cru	fish	sea fish	211
21	poissons	1	poissons de mer	26038	saumon cuit à la vapeur	fish	sea fish	211
21	poissons	1	poissons de mer	26039	thon au naturel en conserve égoutté	fish	sea fish	211
21	poissons	1	poissons de mer	26041	thon cuit au four	fish	sea fish	211
21	poissons	1	poissons de mer	26053	thon cru	fish	sea fish	211
21	poissons	1	poissons de mer	26059	sole cuite à la vapeur	fish	sea fish	211
21	poissons	1	poissons de mer	26060	sole cuite au four	fish	sea fish	211
21	poissons	1	poissons de mer	26071	thon à l'huile en conserve égoutté	fish	sea fish	211
21	poissons	1	poissons de mer	26072	bar ou loup commun cru	fish	sea fish	211
21	poissons	1	poissons de mer	26073	raie au court-bouillon	fish	sea fish	211
21	poissons	1	poissons de mer	26077	thon germon ou thon blanc cuit à la vapeur	fish	sea fish	211
21	poissons	1	poissons de mer	26079	anchois cru	fish	sea fish	211
21	poissons	1	poissons de mer	26081	lotte ou baudroie grillée	fish	sea fish	211
21	poissons	1	poissons de mer	26086	maquereau filet à la sauce tomate en conserve	fish	sea fish	211
21	poissons	1	poissons de mer	26087	maquereau fumé	fish	sea fish	211
21	poissons	1	poissons de mer	26090	haddock ou églefin fumé	fish	sea fish	211
21	poissons	1	poissons de mer	26093	espadon cuit au four	fish	sea fish	211
21	poissons	1	poissons de mer	26094	turbot cuit au four	fish	sea fish	211
21	poissons	1	poissons de mer	26096	maquereau filet à la sauce moutarde en conserve	fish	sea fish	211
21	poissons	1	poissons de mer	26097	maquereau filet au vin blanc en conserve	fish	sea fish	211
21	poissons	1	poissons de mer	26099	dorade ou daurade grise crue	fish	sea fish	211
21	poissons	1	poissons de mer	26120	merlu cuit à l'étouffée	fish	sea fish	211
21	poissons	1	poissons de mer	26130	julienne ou lingue crue	fish	sea fish	211
21	poissons	1	poissons de mer	26136	sardine grillée	fish	sea fish	211
21	poissons	1	poissons de mer	26187	anchois mariné	fish	sea fish	211
21	poissons	1	poissons de mer	27005	perche cuite au four	fish	sea fish	211
21	poissons	1	poissons de mer	27014	truite arc-en-ciel d'élevage cuite au four	fish	sea fish	211
21	poissons	1	poissons de mer	27015	truite arc-en-ciel d'élevage cuite à la vapeur	fish	sea fish	211
21	poissons	1	poissons de mer	27029	truite fumée	fish	sea fish	211
21	poissons	1	poissons de mer	91047	rouget cuit à l'étouffée	fish	sea fish	211
21	poissons	1	poissons de mer	91049	rascasse crue	fish	sea fish	211
21	poissons	2	poissons d'eau douce	27000	anguille cuite au four	fish	freshwater fish	212
21	poissons	2	poissons d'eau douce	27002	brochet cuit au four	fish	freshwater fish	212
21	poissons	2	poissons d'eau douce	27004	carpe cuite au four	fish	freshwater fish	212
21	poissons	2	poissons d'eau douce	34500	cuisse de grenouille crue	fish	freshwater fish	212
21	poissons	3	produits dérivés des poissons	8081	rillettes de saumon	fish	fish product	213
21	poissons	3	produits dérivés des poissons	8082	rillettes de thon	fish	fish product	213
21	poissons	3	produits dérivés des poissons	8291	terrine de poisson	fish	fish product	213
21	poissons	3	produits dérivés des poissons	8292	pâté à base de poisson ou de crustacé	fish	fish product	213
21	poissons	3	produits dérivés des poissons	8293	tarama industriel	fish	fish product	213
21	poissons	3	produits dérivés des poissons	8295	mousse de poisson	fish	fish product	213
21	poissons	3	produits dérivés des poissons	26004	oeufs de lump ou lompe semi-conserve	fish	fish product	213
21	poissons	3	produits dérivés des poissons	26005	caviar semi-conserve	fish	fish product	213
21	poissons	3	produits dérivés des poissons	26028	croquette ou nugget de poisson frit	fish	fish product	213
21	poissons	3	produits dérivés des poissons	26030	poisson pané frit	fish	fish product	213
21	poissons	3	produits dérivés des poissons	26046	surimi en bâtonnets	fish	fish product	213
21	poissons	3	produits dérivés des poissons	26142	foie de morue en conserve	fish	fish product	213
21	poissons	4	autres poissons ou poissons sans précision	25539	brochette de poisson	fish	other fish	214
21	poissons	4	autres poissons ou poissons sans précision	26140	poisson sans précision	fish	other fish	214
21	poissons	4	autres poissons ou poissons sans précision	92042	autre poisson	fish	other fish	214
22	crustacés et mollusques	1	mollusques et coquillage	10000	bigorneau cuit	shellfish and molluscs	molluscs	221
22	crustacés et mollusques	1	mollusques et coquillage	10002	calmar ou calamar frit	shellfish and molluscs	molluscs	221
22	crustacés et mollusques	1	mollusques et coquillage	10003	coquille saint-jacques noix et corail crue	shellfish and molluscs	molluscs	221
22	crustacés et mollusques	1	mollusques et coquillage	10004	coquille saint-jacques noix et corail cuite	shellfish and molluscs	molluscs	221
22	crustacés et mollusques	1	mollusques et coquillage	10008	escargot cru	shellfish and molluscs	molluscs	221
22	crustacés et mollusques	1	mollusques et coquillage	10013	moule cuite à l'eau	shellfish and molluscs	molluscs	221
22	crustacés et mollusques	1	mollusques et coquillage	10016	seiche crue	shellfish and molluscs	molluscs	221
22	crustacés et mollusques	1	mollusques et coquillage	10020	bulot ou buccin cuit	shellfish and molluscs	molluscs	221
22	crustacés et mollusques	1	mollusques et coquillage	10027	clam praire ou palourde cuits à l'eau	shellfish and molluscs	molluscs	221
22	crustacés et mollusques	1	mollusques et coquillage	10035	huître creuse crue	shellfish and molluscs	molluscs	221
22	crustacés et mollusques	2	crustacés	10005	crabe ou tourteau en conserve	shellfish and molluscs	shellfish	222
22	crustacés et mollusques	2	crustacés	10007	crevette cuite	shellfish and molluscs	shellfish	222
22	crustacés et mollusques	2	crustacés	10009	homard cuit à l'eau	shellfish and molluscs	shellfish	222
22	crustacés et mollusques	2	crustacés	10022	langouste cuite à l'eau	shellfish and molluscs	shellfish	222
22	crustacés et mollusques	2	crustacés	10025	crabe ou tourteau cuit à l'eau	shellfish and molluscs	shellfish	222
22	crustacés et mollusques	2	crustacés	10030	écrevisse crue	shellfish and molluscs	shellfish	222
22	crustacés et mollusques	2	crustacés	25540	brochette de crevettes	shellfish and molluscs	shellfish	222
22	crustacés et mollusques	3	autres fruits de mer ou fruits de mer sans précision	172	plateau de fruits de mer	shellfish and molluscs	other shellfish	223
22	crustacés et mollusques	3	autres fruits de mer ou fruits de mer sans précision	10043	fruits de mer sans précision	shellfish and molluscs	other shellfish	223
22	crustacés et mollusques	3	autres fruits de mer ou fruits de mer sans précision	92043	autre fruit de mer	shellfish and molluscs	other shellfish	223
23	légumes (hors pommes de terre)	1	légumes racines, tubercules ou bulbes	20003	betterave rouge cuite	vegetable	root vegetable	231
23	légumes (hors pommes de terre)	1	légumes racines, tubercules ou bulbes	20007	carotte en conserve	vegetable	root vegetable	231
23	légumes (hors pommes de terre)	1	légumes racines, tubercules ou bulbes	20008	carotte cuite	vegetable	root vegetable	231
23	légumes (hors pommes de terre)	1	légumes racines, tubercules ou bulbes	20009	carotte crue	vegetable	root vegetable	231
23	légumes (hors pommes de terre)	1	légumes racines, tubercules ou bulbes	20025	céleri-rave cuit	vegetable	root vegetable	231
23	légumes (hors pommes de terre)	1	légumes racines, tubercules ou bulbes	20033	navet cuit	vegetable	root vegetable	231
23	légumes (hors pommes de terre)	1	légumes racines, tubercules ou bulbes	20034	oignon cru	vegetable	root vegetable	231
23	légumes (hors pommes de terre)	1	légumes racines, tubercules ou bulbes	20035	oignon cuit	vegetable	root vegetable	231
23	légumes (hors pommes de terre)	1	légumes racines, tubercules ou bulbes	20045	radis rouge cru	vegetable	root vegetable	231
23	légumes (hors pommes de terre)	1	légumes racines, tubercules ou bulbes	20046	salsifis cuit	vegetable	root vegetable	231
23	légumes (hors pommes de terre)	1	légumes racines, tubercules ou bulbes	20050	topinambour cuit	vegetable	root vegetable	231
23	légumes (hors pommes de terre)	1	légumes racines, tubercules ou bulbes	20055	céleri-rave cru	vegetable	root vegetable	231
23	légumes (hors pommes de terre)	1	légumes racines, tubercules ou bulbes	20064	navet pelé cru	vegetable	root vegetable	231
23	légumes (hors pommes de terre)	1	légumes racines, tubercules ou bulbes	20081	salsifis en conserve	vegetable	root vegetable	231
23	légumes (hors pommes de terre)	1	légumes racines, tubercules ou bulbes	20089	radis noir cru	vegetable	root vegetable	231
23	légumes (hors pommes de terre)	1	légumes racines, tubercules ou bulbes	20097	échalote crue	vegetable	root vegetable	231
23	légumes (hors pommes de terre)	2	légumes feuilles	20005	bette ou blette cuite	vegetable	leaf vegetable	232
23	légumes (hors pommes de terre)	2	légumes feuilles	20012	chicorée frisée crue	vegetable	leaf vegetable	232
23	légumes (hors pommes de terre)	2	légumes feuilles	20022	cresson	vegetable	leaf vegetable	232
23	légumes (hors pommes de terre)	2	légumes feuilles	20026	endive crue	vegetable	leaf vegetable	232
23	légumes (hors pommes de terre)	2	légumes feuilles	20027	épinard cuit	vegetable	leaf vegetable	232
23	légumes (hors pommes de terre)	2	légumes feuilles	20031	laitue crue	vegetable	leaf vegetable	232
23	légumes (hors pommes de terre)	2	légumes feuilles	20032	laitue cuite	vegetable	leaf vegetable	232
23	légumes (hors pommes de terre)	2	légumes feuilles	20038	pissenlit cru	vegetable	leaf vegetable	232
23	légumes (hors pommes de terre)	2	légumes feuilles	20059	épinard cru	vegetable	leaf vegetable	232
23	légumes (hors pommes de terre)	2	légumes feuilles	20090	scarole crue	vegetable	leaf vegetable	232
23	légumes (hors pommes de terre)	2	légumes feuilles	20098	endive cuite	vegetable	leaf vegetable	232
23	légumes (hors pommes de terre)	2	légumes feuilles	20099	mâche crue	vegetable	leaf vegetable	232
23	légumes (hors pommes de terre)	2	légumes feuilles	20111	oseille crue	vegetable	leaf vegetable	232
23	légumes (hors pommes de terre)	2	légumes feuilles	20112	oseille cuite à l'eau	vegetable	leaf vegetable	232
23	légumes (hors pommes de terre)	2	légumes feuilles	20127	pourpier feuille cru	vegetable	leaf vegetable	232
23	légumes (hors pommes de terre)	2	légumes feuilles	20171	laitue romaine crue	vegetable	leaf vegetable	232
23	légumes (hors pommes de terre)	2	légumes feuilles	25604	salade verte sans assaisonnement sans précision	vegetable	leaf vegetable	232
23	légumes (hors pommes de terre)	2	légumes feuilles	92044	autre salade sans assaisonnement	vegetable	leaf vegetable	232
23	légumes (hors pommes de terre)	3	légumes fruits	13004	avocat frais	vegetable	fruit vegetable	233
23	légumes (hors pommes de terre)	3	légumes fruits	20002	aubergine cuite	vegetable	fruit vegetable	233
23	légumes (hors pommes de terre)	3	légumes fruits	20020	courgette crue	vegetable	fruit vegetable	233
23	légumes (hors pommes de terre)	3	légumes fruits	20021	courgette cuite	vegetable	fruit vegetable	233
23	légumes (hors pommes de terre)	3	légumes fruits	20041	poivron vert jaune ou rouge cru	vegetable	fruit vegetable	233
23	légumes (hors pommes de terre)	3	légumes fruits	20042	poivron vert jaune ou rouge cuit	vegetable	fruit vegetable	233
23	légumes (hors pommes de terre)	3	légumes fruits	20047	tomate crue	vegetable	fruit vegetable	233
23	légumes (hors pommes de terre)	3	légumes fruits	20048	tomate pelée en conserve	vegetable	fruit vegetable	233
23	légumes (hors pommes de terre)	3	légumes fruits	20049	maïs doux en épis cuit	vegetable	fruit vegetable	233
23	légumes (hors pommes de terre)	3	légumes fruits	20066	maïs doux en conserve	vegetable	fruit vegetable	233
23	légumes (hors pommes de terre)	3	légumes fruits	20085	poivron vert cru	vegetable	fruit vegetable	233
23	légumes (hors pommes de terre)	3	légumes fruits	20086	poivron vert cuit	vegetable	fruit vegetable	233
23	légumes (hors pommes de terre)	3	légumes fruits	20087	poivron rouge cru	vegetable	fruit vegetable	233
23	légumes (hors pommes de terre)	3	légumes fruits	20088	poivron rouge cuit	vegetable	fruit vegetable	233
23	légumes (hors pommes de terre)	3	légumes fruits	20096	potiron cuit	vegetable	fruit vegetable	233
23	légumes (hors pommes de terre)	3	légumes fruits	20172	tomate cerise crue	vegetable	fruit vegetable	233
23	légumes (hors pommes de terre)	3	légumes fruits	20210	concombre cru pulpe	vegetable	fruit vegetable	233
23	légumes (hors pommes de terre)	4	légumes tiges	20000	artichaut cuit	vegetable	stem vegetable	234
23	légumes (hors pommes de terre)	4	légumes tiges	20001	asperge cuite	vegetable	stem vegetable	234
23	légumes (hors pommes de terre)	4	légumes tiges	20018	cœur de palmier en conserve	vegetable	stem vegetable	234
23	légumes (hors pommes de terre)	4	légumes tiges	20023	céleri branche cru	vegetable	stem vegetable	234
23	légumes (hors pommes de terre)	4	légumes tiges	20024	céleri branche cuit	vegetable	stem vegetable	234
23	légumes (hors pommes de terre)	4	légumes tiges	20028	fenouil cru	vegetable	stem vegetable	234
23	légumes (hors pommes de terre)	4	légumes tiges	20029	germe ou pousse de soja en conserve	vegetable	stem vegetable	234
23	légumes (hors pommes de terre)	4	légumes tiges	20039	poireau cru	vegetable	stem vegetable	234
23	légumes (hors pommes de terre)	4	légumes tiges	20040	poireau cuit	vegetable	stem vegetable	234
23	légumes (hors pommes de terre)	4	légumes tiges	20052	artichaut cru	vegetable	stem vegetable	234
23	légumes (hors pommes de terre)	4	légumes tiges	20054	cardon cru	vegetable	stem vegetable	234
23	légumes (hors pommes de terre)	4	légumes tiges	20076	asperge en conserve	vegetable	stem vegetable	234
23	légumes (hors pommes de terre)	4	légumes tiges	20078	céleri branche en conserve	vegetable	stem vegetable	234
23	légumes (hors pommes de terre)	4	légumes tiges	20118	fenouil cuit à l'eau	vegetable	stem vegetable	234
23	légumes (hors pommes de terre)	4	légumes tiges	20183	germe ou pousse de soja cru	vegetable	stem vegetable	234
23	légumes (hors pommes de terre)	5	choux	20006	brocoli cuit	vegetable	cabbage	235
23	légumes (hors pommes de terre)	5	choux	20013	chou de bruxelles cuit	vegetable	cabbage	235
23	légumes (hors pommes de terre)	5	choux	20014	chou rouge cru	vegetable	cabbage	235
23	légumes (hors pommes de terre)	5	choux	20015	chou vert cuit	vegetable	cabbage	235
23	légumes (hors pommes de terre)	5	choux	20016	chou-fleur cru	vegetable	cabbage	235
23	légumes (hors pommes de terre)	5	choux	20017	chou-fleur cuit	vegetable	cabbage	235
23	légumes (hors pommes de terre)	5	choux	20077	chou de bruxelles en conserve	vegetable	cabbage	235
23	légumes (hors pommes de terre)	5	choux	20095	chou rouge cuit à l'eau	vegetable	cabbage	235
23	légumes (hors pommes de terre)	5	choux	20116	chou blanc cru	vegetable	cabbage	235
23	légumes (hors pommes de terre)	6	champignons	20010	champignon tout type cru sans précision	vegetable	mushroom	236
23	légumes (hors pommes de terre)	6	champignons	20011	champignon tout type en conserve	vegetable	mushroom	236
23	légumes (hors pommes de terre)	6	champignons	20079	champignon de paris en conserve	vegetable	mushroom	236
23	légumes (hors pommes de terre)	6	champignons	20125	champignon de paris sauté	vegetable	mushroom	236
23	légumes (hors pommes de terre)	7	haricots verts et petits pois (légumes potagers)	20030	haricot vert cuit	vegetable	beans	237
23	légumes (hors pommes de terre)	7	haricots verts et petits pois (légumes potagers)	20036	petit pois en conserve	vegetable	beans	237
23	légumes (hors pommes de terre)	7	haricots verts et petits pois (légumes potagers)	20037	petit pois cuit	vegetable	beans	237
23	légumes (hors pommes de terre)	7	haricots verts et petits pois (légumes potagers)	20062	haricot vert en conserve égoutté	vegetable	beans	237
23	légumes (hors pommes de terre)	7	haricots verts et petits pois (légumes potagers)	20063	haricot beurre en conserve	vegetable	beans	237
23	légumes (hors pommes de terre)	7	haricots verts et petits pois (légumes potagers)	20071	haricot vert surgelé cuit	vegetable	beans	237
23	légumes (hors pommes de terre)	8	mélanges de légumes, légumes préparés et autres légumes	8296	terrine ou mousse de légumes	vegetable	vegetable mix	238
23	légumes (hors pommes de terre)	8	mélanges de légumes, légumes préparés et autres légumes	20051	macédoine de légumes en conserve	vegetable	vegetable mix	238
23	légumes (hors pommes de terre)	8	mélanges de légumes, légumes préparés et autres légumes	20093	petits pois et carottes en conserve	vegetable	vegetable mix	238
23	légumes (hors pommes de terre)	8	mélanges de légumes, légumes préparés et autres légumes	20101	légumes mélangés surgelés	vegetable	vegetable mix	238
23	légumes (hors pommes de terre)	8	mélanges de légumes, légumes préparés et autres légumes	20169	pulpe de tomate en conserve	vegetable	vegetable mix	238
23	légumes (hors pommes de terre)	8	mélanges de légumes, légumes préparés et autres légumes	20170	purée de tomate	vegetable	vegetable mix	238
23	légumes (hors pommes de terre)	8	mélanges de légumes, légumes préparés et autres légumes	20495	légume en purée hors pomme de terre non salé	vegetable	vegetable mix	238
23	légumes (hors pommes de terre)	8	mélanges de légumes, légumes préparés et autres légumes	20499	légumes cuits sans précision	vegetable	vegetable mix	238
23	légumes (hors pommes de terre)	8	mélanges de légumes, légumes préparés et autres légumes	25004	choucroute sans garniture	vegetable	vegetable mix	238
23	légumes (hors pommes de terre)	8	mélanges de légumes, légumes préparés et autres légumes	25018	ratatouille niçoise	vegetable	vegetable mix	238
23	légumes (hors pommes de terre)	8	mélanges de légumes, légumes préparés et autres légumes	25600	céleri rémoulade	vegetable	vegetable mix	238
23	légumes (hors pommes de terre)	8	mélanges de légumes, légumes préparés et autres légumes	25605	champignons à la grecque	vegetable	vegetable mix	238
23	légumes (hors pommes de terre)	8	mélanges de légumes, légumes préparés et autres légumes	25616	autre légume frais ou crudité, sans assaisonnement	vegetable	vegetable mix	238
23	légumes (hors pommes de terre)	8	mélanges de légumes, légumes préparés et autres légumes	25617	crudités vinaigrette sans précision	vegetable	vegetable mix	238
23	légumes (hors pommes de terre)	8	mélanges de légumes, légumes préparés et autres légumes	25620	guacamole industriel	vegetable	vegetable mix	238
24	pommes de terre et apparentés	99	sans	4002	pomme de terre cuite au four	potatoes	potatoes	2499
24	pommes de terre et apparentés	99	sans	4003	pomme de terre cuite à l'eau	potatoes	potatoes	2499
24	pommes de terre et apparentés	99	sans	4005	pomme de terre frite non salée	potatoes	potatoes	2499
24	pommes de terre et apparentés	99	sans	4006	pomme de terre cuite à la vapeur	potatoes	potatoes	2499
24	pommes de terre et apparentés	99	sans	4010	pomme de terre frite surgelée cuite	potatoes	potatoes	2499
24	pommes de terre et apparentés	99	sans	4013	pomme noisette précuite surgelée	potatoes	potatoes	2499
24	pommes de terre et apparentés	99	sans	4018	purée de pomme de terre avec lait et beurre non salée	potatoes	potatoes	2499
24	pommes de terre et apparentés	99	sans	4019	purée de pomme de terre à base de flocons reconstituée au lait demi-écrémé	potatoes	potatoes	2499
24	pommes de terre et apparentés	99	sans	4021	pomme de terre dauphine cuite	potatoes	potatoes	2499
24	pommes de terre et apparentés	99	sans	4027	pomme de terre rissolée surgelée	potatoes	potatoes	2499
24	pommes de terre et apparentés	99	sans	4102	patate douce cuite	potatoes	potatoes	2499
24	pommes de terre et apparentés	99	sans	25510	gnocchis de pommes de terre	potatoes	potatoes	2499
25	légumes secs	1	légumes secs	20500	fève cuite	dried vegetables	dried vegetables	251
25	légumes secs	1	légumes secs	20502	haricot blanc cuit	dried vegetables	dried vegetables	251
25	légumes secs	1	légumes secs	20503	haricot rouge cuit	dried vegetables	dried vegetables	251
25	légumes secs	1	légumes secs	20505	lentille cuite	dried vegetables	dried vegetables	251
25	légumes secs	1	légumes secs	20506	pois cassé cuit	dried vegetables	dried vegetables	251
25	légumes secs	1	légumes secs	20507	pois chiche cuit	dried vegetables	dried vegetables	251
25	légumes secs	1	légumes secs	20508	haricot flageolet en conserve	dried vegetables	dried vegetables	251
25	légumes secs	1	légumes secs	20511	haricot blanc en conserve	dried vegetables	dried vegetables	251
25	légumes secs	1	légumes secs	20700	autre légume sec cuit	dried vegetables	dried vegetables	251
25	légumes secs	2	légumes secs préparés	20510	lentille cuisinée en conserve	dried vegetables	processed dried vegetables	252
25	légumes secs	2	légumes secs préparés	25621	houmous	dried vegetables	processed dried vegetables	252
26	fruits	99	sans	13000	abricot frais	fruits	fruits	2699
26	fruits	99	sans	13002	ananas frais	fruits	fruits	2699
26	fruits	99	sans	13005	banane fraîche	fruits	fruits	2699
26	fruits	99	sans	13008	cerise fraîche	fruits	fruits	2699
26	fruits	99	sans	13009	citron frais	fruits	fruits	2699
26	fruits	99	sans	13010	coing frais	fruits	fruits	2699
26	fruits	99	sans	13012	figue fraîche	fruits	fruits	2699
26	fruits	99	sans	13014	fraise fraîche	fruits	fruits	2699
26	fruits	99	sans	13015	framboise fraîche	fruits	fruits	2699
26	fruits	99	sans	13016	fruit de la passion frais	fruits	fruits	2699
26	fruits	99	sans	13018	grenade fraîche	fruits	fruits	2699
26	fruits	99	sans	13019	groseille fraîche	fruits	fruits	2699
26	fruits	99	sans	13020	groseille à maquereau fraîche	fruits	fruits	2699
26	fruits	99	sans	13021	kiwi frais	fruits	fruits	2699
26	fruits	99	sans	13023	litchi frais	fruits	fruits	2699
26	fruits	99	sans	13024	clémentine ou mandarine fraîche	fruits	fruits	2699
26	fruits	99	sans	13025	mangue fraîche	fruits	fruits	2699
26	fruits	99	sans	13026	melon frais	fruits	fruits	2699
26	fruits	99	sans	13027	mirabelle fraîche	fruits	fruits	2699
