,Unnamed: 0,codgr,libgr,sougr,libsougr,codal,libal,libgren,libsougren,codsougr,codgr_,sougr_,codal_,codsougr_
303,303,11,fromages,1,fromages affinés,90102,saint albray fromage à pâte molle 50% m.g.,cheese,ripe cheese,111,11,11121,1121390102,1121
304,304,11,fromages,1,fromages affinés,90112,vieux pané fromage à pâte molle 50% m.g.,cheese,ripe cheese,111,11,11121,1121390112,1121
305,305,11,fromages,1,fromages affinés,92018,saint-félicien fromage à pâte molle 60% m.g.,cheese,ripe cheese,111,11,11121,1121392018,1121
306,306,11,fromages,1,fromages affinés,92019,boursault fromage à pâte molle double crème,cheese,ripe cheese,111,11,11121,1121392019,1121
307,307,11,fromages,1,fromages affinés,92020,maasdam fromage à pâte pressée non cuite à trous 45% m.g.,cheese,ripe cheese,111,11,11121,1121392020,1121
308,308,11,fromages,1,fromages affinés,92021,pouligny saint-pierre fromage de chèvre,cheese,ripe cheese,111,11,11121,1121392021,1121
309,309,11,fromages,1,fromages affinés,92022,selles-sur-cher fromage de chèvre,cheese,ripe cheese,111,11,11121,1121392022,1121
310,310,11,fromages,1,fromages affinés,92023,chabichou fromage de chèvre,cheese,ripe cheese,111,11,11121,1121392023,1121
311,311,11,fromages,1,fromages affinés,92024,fromage de chèvre mi-sec,cheese,ripe cheese,111,11,11121,1121392024,1121
312,312,11,fromages,1,fromages affinés,92025,fromage de chèvre sec,cheese,ripe cheese,111,11,11121,1121392025,1121
313,313,11,fromages,1,fromages affinés,92026,crottin fromage de chèvre,cheese,ripe cheese,111,11,11121,1121392026,1121
314,314,11,fromages,1,fromages affinés,92027,picodon fromage de chèvre,cheese,ripe cheese,111,11,11121,1121392027,1121
315,315,11,fromages,1,fromages affinés,92028,sainte-maure fromage de chèvre,cheese,ripe cheese,111,11,11121,1121392028,1121
316,316,11,fromages,2,fromages fondus,12305,fromage fondu 25% m.g. type sylphide ou vache qui rit équilibre et ligne,cheese,processed cheese,112,11,11122,1122312305,1122
317,317,11,fromages,2,fromages fondus,12310,fromage fondu en portions ou en cubes 45-50% m.g.,cheese,processed cheese,112,11,11122,1122312310,1122
318,318,11,fromages,2,fromages fondus,12315,fromage fondu 60-65% m.g. type six de savoie,cheese,processed cheese,112,11,11122,1122312315,1122
319,319,11,fromages,2,fromages fondus,12325,cancoillotte spécialité fromagère fondue 40% m.g.,cheese,processed cheese,112,11,11122,1122312325,1122
320,320,11,fromages,2,fromages fondus,12355,fromage fondu aux noix type rambol,cheese,processed cheese,112,11,11122,1122312355,1122
321,321,11,fromages,2,fromages fondus,12356,snack pour enfants à base de fromage fondu et gressins type pik et croq ou kiri,cheese,processed cheese,112,11,11122,1122312356,1122
322,322,11,fromages,2,fromages fondus,12819,fromage de chèvre fondu à tartiner nature type cabrette ou chavroux,cheese,processed cheese,112,11,11122,1122312819,1122
323,323,11,fromages,2,fromages fondus,90061,apéricube fromage fondu 50% m.g.,cheese,processed cheese,112,11,11122,1122390061,1122
324,324,11,fromages,2,fromages fondus,90084,kiri crème fromage fondu double crème 70% m.g.,cheese,processed cheese,112,11,11122,1122390084,1122
325,325,11,fromages,2,fromages fondus,90098,p'tit louis fromage fondu 65% m.g.,cheese,processed cheese,112,11,11122,1122390098,1122
326,326,11,fromages,2,fromages fondus,90103,saint-moret fromage fondu demi-sel 30% m.g.,cheese,processed cheese,112,11,11122,1122390103,1122
327,327,11,fromages,2,fromages fondus,90104,saint-moret allégé fromage fondu demi-sel 20% m.g.,cheese,processed cheese,112,11,11122,1122390104,1122
328,328,11,fromages,2,fromages fondus,90106,samos 99 fromage fondu double crème 70% m.g.,cheese,processed cheese,112,11,11122,1122390106,1122
329,329,11,fromages,2,fromages fondus,90110,vache qui rit fromage fondu 50% m.g.,cheese,processed cheese,112,11,11122,1122390110,1122
330,330,11,fromages,3,fromages frais non affinés,12061,féta de brebis,cheese,fresh cheese,113,11,11123,1123312061,1123
331,331,11,fromages,3,fromages frais non affinés,12320,spécialité fromagère non affinée double crème 70% m.g.,cheese,fresh cheese,113,11,11123,1123312320,1123
332,332,11,fromages,3,fromages frais non affinés,12805,fromage de chèvre frais,cheese,fresh cheese,113,11,11123,1123312805,1123
333,333,11,fromages,3,fromages frais non affinés,19524,fromage frais à tartiner 40-60% m.g,cheese,fresh cheese,113,11,11123,1123319524,1123
334,334,11,fromages,3,fromages frais non affinés,19525,fromage frais à tartiner nature à plus de 60% m.g.,cheese,fresh cheese,113,11,11123,1123319525,1123
335,335,11,fromages,3,fromages frais non affinés,19530,fromage frais à tartiner à plus de 60% m.g.,cheese,fresh cheese,113,11,11123,1123319530,1123
336,336,11,fromages,3,fromages frais non affinés,19585,ricotta,cheese,fresh cheese,113,11,11123,1123319585,1123
337,337,11,fromages,3,fromages frais non affinés,19590,mozzarella,cheese,fresh cheese,113,11,11123,1123319590,1123
338,338,11,fromages,3,fromages frais non affinés,90067,boursin fromage frais salé aromatisé 70% m.g.,cheese,fresh cheese,113,11,11123,1123390067,1123
339,339,11,fromages,3,fromages frais non affinés,90070,carré frais fromage à tartiner 40% m.g.,cheese,fresh cheese,113,11,11123,1123390070,1123
340,340,11,fromages,3,fromages frais non affinés,90109,tartare fromage frais aromatisé salé 70% m.g.,cheese,fresh cheese,113,11,11123,1123390109,1123
341,341,11,fromages,4,autres fromages ou fromage sans précision,92037,autre fromage,cheese,other cheese,114,11,11124,1124392037,1124
342,342,12,oeufs et dérivés,99,sans,22000,oeuf entier cru,egg ,egg,1299,12,112299,12299322000,12299
343,343,12,oeufs et dérivés,99,sans,22008,blanc d'œuf dur,egg ,egg,1299,12,112299,12299322008,12299
344,344,12,oeufs et dérivés,99,sans,22009,jaune d'œuf cuit,egg ,egg,1299,12,112299,12299322009,12299
345,345,12,oeufs et dérivés,99,sans,22010,oeuf dur,egg ,egg,1299,12,112299,12299322010,12299
346,346,12,oeufs et dérivés,99,sans,22011,oeuf poché,egg ,egg,1299,12,112299,12299322011,12299
347,347,12,oeufs et dérivés,99,sans,22014,oeuf à la coque,egg ,egg,1299,12,112299,12299322014,12299
348,348,12,oeufs et dérivés,99,sans,22500,omelette nature cuite au beurre,egg ,egg,1299,12,112299,12299322500,12299
349,349,12,oeufs et dérivés,99,sans,22501,oeuf au plat salé,egg ,egg,1299,12,112299,12299322501,12299
350,350,12,oeufs et dérivés,99,sans,22502,oeufs brouillés au beurre,egg ,egg,1299,12,112299,12299322502,12299
351,351,12,oeufs et dérivés,99,sans,22506,omelette au fromage,egg ,egg,1299,12,112299,12299322506,12299
352,352,12,oeufs et dérivés,99,sans,22507,omelette aux lardons,egg ,egg,1299,12,112299,12299322507,12299
353,353,12,oeufs et dérivés,99,sans,22508,omelette aux champignons,egg ,egg,1299,12,112299,12299322508,12299
354,354,12,oeufs et dérivés,99,sans,22509,omelette aux fines herbes,egg ,egg,1299,12,112299,12299322509,12299
355,355,13,beurre,99,sans,16400,beurre doux,butter,butter,1399,13,113299,13299316400,13299
356,356,13,beurre,99,sans,16402,beurre demi-sel sel maxi 3%,butter,butter,1399,13,113299,13299316402,13299
357,357,13,beurre,99,sans,16403,beurre salé sel > 3%,butter,butter,1399,13,113299,13299316403,13299
358,358,13,beurre,99,sans,16410,beurre allégé 60-62 % m.g.,butter,butter,1399,13,113299,13299316410,13299
359,359,13,beurre,99,sans,16411,beurre allégé 60-62 % m.g. demi-sel,butter,butter,1399,13,113299,13299316411,13299
360,360,13,beurre,99,sans,16412,beurre allégé sans précision,butter,butter,1399,13,113299,13299316412,13299
361,361,13,beurre,99,sans,16415,beurre doux léger 39-41% m.g.,butter,butter,1399,13,113299,13299316415,13299
362,362,13,beurre,99,sans,16416,beurre léger 39-41% m.g. demi-sel,butter,butter,1399,13,113299,13299316416,13299
363,363,13,beurre,99,sans,16712,matière grasse laitière légère 25% m.g. à tartiner type bridelight,butter,butter,1399,13,113299,13299316712,13299
364,364,13,beurre,99,sans,81006,beurre allégé ajouté au service,butter,butter,1399,13,113299,13299381006,13299
365,365,13,beurre,99,sans,81007,beurre allégé ajouté à la cuisson,butter,butter,1399,13,113299,13299381007,13299
366,366,13,beurre,99,sans,81008,beurre doux non allégé ajouté à la cuisson,butter,butter,1399,13,113299,13299381008,13299
367,367,13,beurre,99,sans,81009,beurre doux non allégé ajoutée au service,butter,butter,1399,13,113299,13299381009,13299
368,368,13,beurre,99,sans,81010,beurre salé non allégé ajoutée au service,butter,butter,1399,13,113299,13299381010,13299
369,369,13,beurre,99,sans,81011,beurre salé non allégé ajouté à la cuisson,butter,butter,1399,13,113299,13299381011,13299
370,370,14,huile,99,sans,17001,huile végétale sans précision,oil,oil,1499,14,114299,14299317001,14299
371,371,14,huile,99,sans,17040,huile d'arachide,oil,oil,1499,14,114299,14299317040,14299
372,372,14,huile,99,sans,17130,huile de colza,oil,oil,1499,14,114299,14299317130,14299
373,373,14,huile,99,sans,17190,huile de maïs,oil,oil,1499,14,114299,14299317190,14299
374,374,14,huile,99,sans,17220,huile de noix,oil,oil,1499,14,114299,14299317220,14299
375,375,14,huile,99,sans,17270,huile d'olive vierge,oil,oil,1499,14,114299,14299317270,14299
376,376,14,huile,99,sans,17350,huile de pépins de raisin,oil,oil,1499,14,114299,14299317350,14299
377,377,14,huile,99,sans,17420,huile de soja,oil,oil,1499,14,114299,14299317420,14299
378,378,14,huile,99,sans,17440,huile de tournesol,oil,oil,1499,14,114299,14299317440,14299
379,379,14,huile,99,sans,17700,huile mélangée équilibrée type isio 4,oil,oil,1499,14,114299,14299317700,14299
380,380,14,huile,99,sans,81012,huile d'arachide ajoutée à la cuisson,oil,oil,1499,14,114299,14299381012,14299
381,381,14,huile,99,sans,81013,huile d'arachide ajoutée au service,oil,oil,1499,14,114299,14299381013,14299
382,382,14,huile,99,sans,81014,huile de colza ajoutée au service,oil,oil,1499,14,114299,14299381014,14299
383,383,14,huile,99,sans,81015,huile de colza ajoutée à la cuisson,oil,oil,1499,14,114299,14299381015,14299
384,384,14,huile,99,sans,81016,huile de maïs ajoutée à la cuisson,oil,oil,1499,14,114299,14299381016,14299
385,385,14,huile,99,sans,81017,huile de maïs ajoutée au service,oil,oil,1499,14,114299,14299381017,14299
386,386,14,huile,99,sans,81018,huile de palme ajoutée à la cuisson,oil,oil,1499,14,114299,14299381018,14299
387,387,14,huile,99,sans,81020,huile de pépin de raisins ajoutée à la cuisson,oil,oil,1499,14,114299,14299381020,14299
388,388,14,huile,99,sans,81021,huile de pépin de raisins ajoutée au service,oil,oil,1499,14,114299,14299381021,14299
389,389,14,huile,99,sans,81022,huile de tournesol ajoutée à la cuisson,oil,oil,1499,14,114299,14299381022,14299
390,390,14,huile,99,sans,81023,huile de tournesol ajoutée au service,oil,oil,1499,14,114299,14299381023,14299
391,391,14,huile,99,sans,81024,huile d'olive ajoutée à la cuisson,oil,oil,1499,14,114299,14299381024,14299
392,392,14,huile,99,sans,81025,huile d'olive ajoutée au service,oil,oil,1499,14,114299,14299381025,14299
393,393,14,huile,99,sans,81028,huile mélangée (type isio 4) ajoutée au service,oil,oil,1499,14,114299,14299381028,14299
394,394,14,huile,99,sans,81029,huile mélangée (type isio 4) ajoutée à la cuisson,oil,oil,1499,14,114299,14299381029,14299
395,395,14,huile,99,sans,81075,huile de noix ajoutée au service,oil,oil,1499,14,114299,14299381075,14299
396,396,14,huile,99,sans,81081,huile de carthame ajoutée au service,oil,oil,1499,14,114299,14299381081,14299
397,397,14,huile,99,sans,81086,huile de soja ajoutée au service,oil,oil,1499,14,114299,14299381086,14299
398,398,14,huile,99,sans,81087,huile primevère oméga 3 ajoutée à la cuisson,oil,oil,1499,14,114299,14299381087,14299
399,399,14,huile,99,sans,81088,huile primevère oméga 3 ajoutée au service,oil,oil,1499,14,114299,14299381088,14299
400,400,14,huile,99,sans,92038,autre huile végétale,oil,oil,1499,14,114299,14299392038,14299
401,401,15,margarine,99,sans,16615,margarine de cuisine 80% m.g.,margarine,margarine,1599,15,115299,15299316615,15299
402,402,15,margarine,99,sans,16616,matière grasse 70% m.g. en pain type astra,margarine,margarine,1599,15,115299,15299316616,15299
403,403,15,margarine,99,sans,16632,matière grasse allégée 60% m.g.,margarine,margarine,1599,15,115299,15299316632,15299
404,404,15,margarine,99,sans,16655,margarine au tournesol en barquette 80% m.g. type fruit d'or,margarine,margarine,1599,15,115299,15299316655,15299
405,405,15,margarine,99,sans,16701,matière grasse composée allégée 60% m.g. type le fleurier ou tartine et cuisine,margarine,margarine,1599,15,115299,15299316701,15299
406,406,15,margarine,99,sans,16727,matière grasse allégée 55-60% m.g. riche en oméga 3 et 6,margarine,margarine,1599,15,115299,15299316727,15299
407,407,15,margarine,99,sans,16728,matière grasse légère 35% m.g. enrichie en stérols/stanols type proactive tartin,margarine,margarine,1599,15,115299,15299316728,15299
408,408,15,margarine,99,sans,16729,matière grasse légère 38-41% m.g. demi-sel tartiner,margarine,margarine,1599,15,115299,15299316729,15299
409,409,15,margarine,99,sans,16730,matière grasse légère 38-41% m.g. à tartiner,margarine,margarine,1599,15,115299,15299316730,15299
410,410,15,margarine,99,sans,81030,margarine à l'huile d'olive 60% m.g. ajoutée au service,margarine,margarine,1599,15,115299,15299381030,15299
411,411,15,margarine,99,sans,81031,margarine à l'huile d'olive  60% m.g. ajoutéee à la cuisson,margarine,margarine,1599,15,115299,15299381031,15299
412,412,15,margarine,99,sans,81032,margarine allégée demi-sel 40% m.g. ajoutée au service,margarine,margarine,1599,15,115299,15299381032,15299
413,413,15,margarine,99,sans,81033,margarine allégée demi-sel  40% m.g. ajoutée à la cuisson,margarine,margarine,1599,15,115299,15299381033,15299
414,414,15,margarine,99,sans,81034,margarine allégée 40% m.g. ajoutée au service,margarine,margarine,1599,15,115299,15299381034,15299
415,415,15,margarine,99,sans,81035,margarine allégée  40% m.g. ajoutée à la cuisson,margarine,margarine,1599,15,115299,15299381035,15299
416,416,15,margarine,99,sans,81036,margarine au tournesol 60% m.g. ajoutée au service,margarine,margarine,1599,15,115299,15299381036,15299
417,417,15,margarine,99,sans,81037,margarine au tournesol  60% m.g. ajoutée à la cuisson,margarine,margarine,1599,15,115299,15299381037,15299
418,418,15,margarine,99,sans,81038,margarine au tournesol  70% ou 80% m.g. ajoutée à la cuisson,margarine,margarine,1599,15,115299,15299381038,15299
419,419,15,margarine,99,sans,81039,margarine au tournesol 70% ou 80% m.g. ajoutée au service,margarine,margarine,1599,15,115299,15299381039,15299
420,420,15,margarine,99,sans,81040,margarine ordinaire  60% m.g. ajoutée à la cuisson,margarine,margarine,1599,15,115299,15299381040,15299
421,421,15,margarine,99,sans,81041,margarine ordinaire 60% m.g. ajoutée au service,margarine,margarine,1599,15,115299,15299381041,15299
422,422,15,margarine,99,sans,81042,margarine ordinaire  70% ou 80% m.g. ajoutée à la cuisson,margarine,margarine,1599,15,115299,15299381042,15299
423,423,15,margarine,99,sans,81043,margarine ordinaire 70% ou 80% m.g. ajoutée au service,margarine,margarine,1599,15,115299,15299381043,15299
424,424,15,margarine,99,sans,81044,margarine proactiv de fruit d'or ajoutée au service,margarine,margarine,1599,15,115299,15299381044,15299
425,425,15,margarine,99,sans,81045,margarine proactiv de fruit d'or ajoutée à la cuisson,margarine,margarine,1599,15,115299,15299381045,15299
426,426,15,margarine,99,sans,81046,margarine type primevère 60% m.g. ajoutée au service,margarine,margarine,1599,15,115299,15299381046,15299
427,427,15,margarine,99,sans,81047,margarine type primevère 60% m.g. ajoutée à la cuisson,margarine,margarine,1599,15,115299,15299381047,15299
428,428,16,autres graisses,99,sans,15202,pâte d'arachide ou beurre de cacahuète,other fat,other fat,1699,16,116299,16299315202,16299
429,429,16,autres graisses,99,sans,16080,corps gras pour friture 100% m.g. type végétaline,other fat,other fat,1699,16,116299,16299316080,16299
430,430,16,autres graisses,99,sans,16520,saindoux,other fat,other fat,1699,16,116299,16299316520,16299
431,431,16,autres graisses,99,sans,16550,graisse de canard,other fat,other fat,1699,16,116299,16299316550,16299
432,432,16,autres graisses,99,sans,16560,graisse d'oie,other fat,other fat,1699,16,116299,16299316560,16299
433,433,16,autres graisses,99,sans,81051,gras de bœuf  saindoux ou autre graisse animale ajoutés à la cuisson,other fat,other fat,1699,16,116299,16299381051,16299
434,434,17,viande,1,agneau,21501,agneau côtelette grillée,meat,lamb,171,17,11721,1721321501,1721
435,435,17,viande,1,agneau,21503,agneau gigot rôti,meat,lamb,171,17,11721,1721321503,1721
436,436,17,viande,1,agneau,21506,agneau épaule rôtie,meat,lamb,171,17,11721,1721321506,1721
437,437,17,viande,1,agneau,25541,brochette d'agneau,meat,lamb,171,17,11721,1721325541,1721
438,438,17,viande,2,bœuf en pièces ou haché,6100,bœuf entrecôte grillée,meat,beef,172,17,11722,172236100,1722
439,439,17,viande,2,bœuf en pièces ou haché,6101,bœuf braisé,meat,beef,172,17,11722,172236101,1722
440,440,17,viande,2,bœuf en pièces ou haché,6110,bœuf faux-filet grillé,meat,beef,172,17,11722,172236110,1722
441,441,17,viande,2,bœuf en pièces ou haché,6200,boeuf bifteck grillé,meat,beef,172,17,11722,172236200,1722
442,442,17,viande,2,bœuf en pièces ou haché,6210,bœuf rosbif rôti,meat,beef,172,17,11722,172236210,1722
443,443,17,viande,2,bœuf en pièces ou haché,6220,bœuf à bourguignon cuit,meat,beef,172,17,11722,172236220,1722
444,444,17,viande,2,bœuf en pièces ou haché,6230,bœuf à pot-au-feu cuit,meat,beef,172,17,11722,172236230,1722
445,445,17,viande,2,bœuf en pièces ou haché,6250,steak haché 5% m.g. cru,meat,beef,172,17,11722,172236250,1722
446,446,17,viande,2,bœuf en pièces ou haché,6251,steak haché 5% m.g. cuit,meat,beef,172,17,11722,172236251,1722
447,447,17,viande,2,bœuf en pièces ou haché,6253,steak haché 10% m.g. cuit,meat,beef,172,17,11722,172236253,1722
448,448,17,viande,2,bœuf en pièces ou haché,6255,steak haché 15% m.g. cuit,meat,beef,172,17,11722,172236255,1722
449,449,17,viande,2,bœuf en pièces ou haché,6257,steak haché 20% m.g. cuit,meat,beef,172,17,11722,172236257,1722
450,450,17,viande,2,bœuf en pièces ou haché,25163,bœuf boulettes cuites,meat,beef,172,17,11722,1722325163,1722
451,451,17,viande,2,bœuf en pièces ou haché,25505,brochette de bœuf,meat,beef,172,17,11722,1722325505,1722
452,452,17,viande,2,bœuf en pièces ou haché,25538,carpaccio de boeuf,meat,beef,172,17,11722,1722325538,1722
453,453,17,viande,2,bœuf en pièces ou haché,90205,fondue bourguignonne,meat,beef,172,17,11722,1722390205,1722
454,454,17,viande,3,porc,28101,porc côtelette grillée,meat,pork,173,17,11723,1723328101,1723
455,455,17,viande,3,porc,28202,porc filet rôti maigre cuit,meat,pork,173,17,11723,1723328202,1723
456,456,17,viande,3,porc,28301,porc rôti cuit,meat,pork,173,17,11723,1723328301,1723
457,457,17,viande,3,porc,28401,porc travers braisé,meat,pork,173,17,11723,1723328401,1723
458,458,17,viande,3,porc,28451,porc échine rôtie,meat,pork,173,17,11723,1723328451,1723
459,459,17,viande,4,veau,6511,veau côte cuite,meat,veal,174,17,11724,172436511,1724
460,460,17,viande,4,veau,6520,veau escalope cuite,meat,veal,174,17,11724,172436520,1724
461,461,17,viande,4,veau,6531,veau filet rôti,meat,veal,174,17,11724,172436531,1724
462,462,17,viande,4,veau,6550,veau rôti,meat,veal,174,17,11724,172436550,1724
463,463,17,viande,4,veau,6570,veau mijoté,meat,veal,174,17,11724,172436570,1724
464,464,17,viande,4,veau,25173,veau escalope panée,meat,veal,174,17,11724,1724325173,1724
465,465,17,viande,5,autre viande,6902,cheval viande rôtie,meat,other meat,175,17,11725,172536902,1725
466,466,17,viande,5,autre viande,6999,viande cuite sans précision,meat,other meat,175,17,11725,172536999,1725
467,467,17,viande,5,autre viande,25506,brochette mixte de viande,meat,other meat,175,17,11725,1725325506,1725
468,468,17,viande,5,autre viande,92040,autre viande,meat,other meat,175,17,11725,1725392040,1725
469,469,18,volaille et gibier,1,volailles et lapins,8110,confit de canard,poultry and game,poultry rabbit,181,18,11821,182138110,1821
470,470,18,volaille et gibier,1,volailles et lapins,25504,brochette de volaille,poultry and game,poultry rabbit,181,18,11821,1821325504,1821
471,471,18,volaille et gibier,1,volailles et lapins,34000,lapin en ragoût,poultry and game,poultry rabbit,181,18,11821,1821334000,1821
472,472,18,volaille et gibier,1,volailles et lapins,34002,lapin viande cuite,poultry and game,poultry rabbit,181,18,11821,1821334002,1821
473,473,18,volaille et gibier,1,volailles et lapins,36004,poulet cuisse rôtie viande et peau,poultry and game,poultry rabbit,181,18,11821,1821336004,1821
474,474,18,volaille et gibier,1,volailles et lapins,36005,poulet rôti viande et peau,poultry and game,poultry rabbit,181,18,11821,1821336005,1821
475,475,18,volaille et gibier,1,volailles et lapins,36010,poule bouillie viande et peau,poultry and game,poultry rabbit,181,18,11821,1821336010,1821
476,476,18,volaille et gibier,1,volailles et lapins,36011,poule viande bouillie,poultry and game,poultry rabbit,181,18,11821,1821336011,1821
477,477,18,volaille et gibier,1,volailles et lapins,36018,blanc de poulet cuit,poultry and game,poultry rabbit,181,18,11821,1821336018,1821
478,478,18,volaille et gibier,1,volailles et lapins,36102,caille cuite viande et peau,poultry and game,poultry rabbit,181,18,11821,1821336102,1821
479,479,18,volaille et gibier,1,volailles et lapins,36202,canard viande rôtie,poultry and game,poultry rabbit,181,18,11821,1821336202,1821
480,480,18,volaille et gibier,1,volailles et lapins,36205,canard magret cuit à la poêle,poultry and game,poultry rabbit,181,18,11821,1821336205,1821
481,481,18,volaille et gibier,1,volailles et lapins,36302,dinde viande rôtie,poultry and game,poultry rabbit,181,18,11821,1821336302,1821
482,482,18,volaille et gibier,1,volailles et lapins,36306,dinde ou autre volaille escalope sautée,poultry and game,poultry rabbit,181,18,11821,1821336306,1821
483,483,18,volaille et gibier,1,volailles et lapins,36502,oie viande rôtie,poultry and game,poultry rabbit,181,18,11821,1821336502,1821
484,484,18,volaille et gibier,1,volailles et lapins,36602,pigeon viande rôtie,poultry and game,poultry rabbit,181,18,11821,1821336602,1821
485,485,18,volaille et gibier,1,volailles et lapins,36900,volaille cuite sans précision,poultry and game,poultry rabbit,181,18,11821,1821336900,1821
486,486,18,volaille et gibier,1,volailles et lapins,92509,autre volaille cuite,poultry and game,poultry rabbit,181,18,11821,1821392509,1821
487,487,18,volaille et gibier,2,gibier,14000,chevreuil rôti,poultry and game,game,182,18,11822,1822314000,1822
488,488,18,volaille et gibier,2,gibier,14001,lièvre en ragoût,poultry and game,game,182,18,11822,1822314001,1822
489,489,18,volaille et gibier,2,gibier,14003,sanglier rôti,poultry and game,game,182,18,11822,1822314003,1822
490,490,18,volaille et gibier,2,gibier,36402,faisan viande rôtie,poultry and game,game,182,18,11822,1822336402,1822
491,491,18,volaille et gibier,2,gibier,92047,autre gibier,poultry and game,game,182,18,11822,1822392047,1822
492,492,19,abats,99,sans,40003,cervelle d'agneau cuite,offal,offal,1999,19,119299,19299340003,19299
493,493,19,abats,99,sans,40004,cervelle de porc braisée,offal,offal,1999,19,119299,19299340004,19299
494,494,19,abats,99,sans,40053,cœur de bœuf cuit,offal,offal,1999,19,119299,19299340053,19299
495,495,19,abats,99,sans,40103,foie d'agneau cuit,offal,offal,1999,19,119299,19299340103,19299
496,496,19,abats,99,sans,40105,foie de génisse cuit,offal,offal,1999,19,119299,19299340105,19299
497,497,19,abats,99,sans,40107,foie de veau cuit,offal,offal,1999,19,119299,19299340107,19299
498,498,19,abats,99,sans,40109,foie de volaille cuit,offal,offal,1999,19,119299,19299340109,19299
499,499,19,abats,99,sans,40116,foie poulet cuit,offal,offal,1999,19,119299,19299340116,19299
500,500,19,abats,99,sans,40201,langue de veau cuite,offal,offal,1999,19,119299,19299340201,19299
501,501,19,abats,99,sans,40203,langue de bœuf cuite,offal,offal,1999,19,119299,19299340203,19299
502,502,19,abats,99,sans,40305,ris de veau braisé ou poêlé,offal,offal,1999,19,119299,19299340305,19299
503,503,19,abats,99,sans,40401,rognon cuit sans précision,offal,offal,1999,19,119299,19299340401,19299
504,504,19,abats,99,sans,40403,rognon de bœuf cuit,offal,offal,1999,19,119299,19299340403,19299
505,505,19,abats,99,sans,40405,rognon de porc cuit,offal,offal,1999,19,119299,19299340405,19299
506,506,19,abats,99,sans,40406,rognon d'agneau braisé,offal,offal,1999,19,119299,19299340406,19299
507,507,19,abats,99,sans,40701,canard gésier confit égoutté et réchauffé,offal,offal,1999,19,119299,19299340701,19299
508,508,19,abats,99,sans,92003,autre abat,offal,offal,1999,19,119299,19299392003,19299
509,509,20,charcuterie,1,jambons et charcuteries en pièces,28501,lardon nature cru,charcuterie,ham,201,20,12021,2021328501,2021
510,510,20,charcuterie,1,jambons et charcuteries en pièces,28504,lardon nature cuit,charcuterie,ham,201,20,12021,2021328504,2021
511,511,20,charcuterie,1,jambons et charcuteries en pièces,28720,poitrine de porc fumée,charcuterie,ham,201,20,12021,2021328720,2021
512,512,20,charcuterie,1,jambons et charcuteries en pièces,28725,lardon ou bacon fumé cuit,charcuterie,ham,201,20,12021,2021328725,2021
513,513,20,charcuterie,1,jambons et charcuteries en pièces,28727,bacon filet cuit,charcuterie,ham,201,20,12021,2021328727,2021
514,514,20,charcuterie,1,jambons et charcuteries en pièces,28800,jambon cru,charcuterie,ham,201,20,12021,2021328800,2021
515,515,20,charcuterie,1,jambons et charcuteries en pièces,28801,jambon cru fumé,charcuterie,ham,201,20,12021,2021328801,2021
516,516,20,charcuterie,1,jambons et charcuteries en pièces,28802,jambon sec dd (découenné dégraissé),charcuterie,ham,201,20,12021,2021328802,2021
517,517,20,charcuterie,1,jambons et charcuteries en pièces,28803,jambon cuit fumé,charcuterie,ham,201,20,12021,2021328803,2021
518,518,20,charcuterie,1,jambons et charcuteries en pièces,28850,coppa,charcuterie,ham,201,20,12021,2021328850,2021
519,519,20,charcuterie,1,jambons et charcuteries en pièces,28858,pancetta ou poitrine roulée sèche,charcuterie,ham,201,20,12021,2021328858,2021
520,520,20,charcuterie,1,jambons et charcuteries en pièces,28900,jambon cuit supérieur,charcuterie,ham,201,20,12021,2021328900,2021
521,521,20,charcuterie,1,jambons et charcuteries en pièces,28906,jambon cuit supérieur dd (découenné dégraissé),charcuterie,ham,201,20,12021,2021328906,2021
522,522,20,charcuterie,1,jambons et charcuteries en pièces,28916,jambon cuit,charcuterie,ham,201,20,12021,2021328916,2021
523,523,20,charcuterie,1,jambons et charcuteries en pièces,28925,jambon cuit dd (découenné dégraissé),charcuterie,ham,201,20,12021,2021328925,2021
524,524,20,charcuterie,1,jambons et charcuteries en pièces,28960,jambonneau cuit,charcuterie,ham,201,20,12021,2021328960,2021
525,525,20,charcuterie,2,"saucisses, saucissons, andouilles et boudins",8504,andouille réchauffée,charcuterie,sausage saucisson,202,20,12022,202238504,2022
526,526,20,charcuterie,2,"saucisses, saucissons, andouilles et boudins",8551,andouillette réchauffée,charcuterie,sausage saucisson,202,20,12022,202238551,2022
527,527,20,charcuterie,2,"saucisses, saucissons, andouilles et boudins",8704,boudin noir cuit,charcuterie,sausage saucisson,202,20,12022,202238704,2022
528,528,20,charcuterie,2,"saucisses, saucissons, andouilles et boudins",8800,boudin blanc cuit,charcuterie,sausage saucisson,202,20,12022,202238800,2022
529,529,20,charcuterie,2,"saucisses, saucissons, andouilles et boudins",30005,chipolata cuite,charcuterie,sausage saucisson,202,20,12022,2022330005,2022
530,530,20,charcuterie,2,"saucisses, saucissons, andouilles et boudins",30011,saucisse de toulouse cuite,charcuterie,sausage saucisson,202,20,12022,2022330011,2022
531,531,20,charcuterie,2,"saucisses, saucissons, andouilles et boudins",30105,saucisse de montbéliard,charcuterie,sausage saucisson,202,20,12022,2022330105,2022
