,Unnamed: 0,codgr,libgr,sougr,libsougr,codal,libal,libgren,libsougren,codsougr,codgr_,sougr_,codal_,codsougr_
685,685,23,légumes (hors pommes de terre),2,légumes feuilles,20090,scarole crue,vegetable,leaf vegetable,232,23,12322,2322320090,2322
686,686,23,légumes (hors pommes de terre),2,légumes feuilles,20098,endive cuite,vegetable,leaf vegetable,232,23,12322,2322320098,2322
687,687,23,légumes (hors pommes de terre),2,légumes feuilles,20099,mâche crue,vegetable,leaf vegetable,232,23,12322,2322320099,2322
688,688,23,légumes (hors pommes de terre),2,légumes feuilles,20111,oseille crue,vegetable,leaf vegetable,232,23,12322,2322320111,2322
689,689,23,légumes (hors pommes de terre),2,légumes feuilles,20112,oseille cuite à l'eau,vegetable,leaf vegetable,232,23,12322,2322320112,2322
690,690,23,légumes (hors pommes de terre),2,légumes feuilles,20127,pourpier feuille cru,vegetable,leaf vegetable,232,23,12322,2322320127,2322
691,691,23,légumes (hors pommes de terre),2,légumes feuilles,20171,laitue romaine crue,vegetable,leaf vegetable,232,23,12322,2322320171,2322
692,692,23,légumes (hors pommes de terre),2,légumes feuilles,25604,salade verte sans assaisonnement sans précision,vegetable,leaf vegetable,232,23,12322,2322325604,2322
693,693,23,légumes (hors pommes de terre),2,légumes feuilles,92044,autre salade sans assaisonnement,vegetable,leaf vegetable,232,23,12322,2322392044,2322
694,694,23,légumes (hors pommes de terre),3,légumes fruits,13004,avocat frais,vegetable,fruit vegetable,233,23,12323,2323313004,2323
695,695,23,légumes (hors pommes de terre),3,légumes fruits,20002,aubergine cuite,vegetable,fruit vegetable,233,23,12323,2323320002,2323
696,696,23,légumes (hors pommes de terre),3,légumes fruits,20020,courgette crue,vegetable,fruit vegetable,233,23,12323,2323320020,2323
697,697,23,légumes (hors pommes de terre),3,légumes fruits,20021,courgette cuite,vegetable,fruit vegetable,233,23,12323,2323320021,2323
698,698,23,légumes (hors pommes de terre),3,légumes fruits,20041,poivron vert jaune ou rouge cru,vegetable,fruit vegetable,233,23,12323,2323320041,2323
699,699,23,légumes (hors pommes de terre),3,légumes fruits,20042,poivron vert jaune ou rouge cuit,vegetable,fruit vegetable,233,23,12323,2323320042,2323
700,700,23,légumes (hors pommes de terre),3,légumes fruits,20047,tomate crue,vegetable,fruit vegetable,233,23,12323,2323320047,2323
701,701,23,légumes (hors pommes de terre),3,légumes fruits,20048,tomate pelée en conserve,vegetable,fruit vegetable,233,23,12323,2323320048,2323
702,702,23,légumes (hors pommes de terre),3,légumes fruits,20049,maïs doux en épis cuit,vegetable,fruit vegetable,233,23,12323,2323320049,2323
703,703,23,légumes (hors pommes de terre),3,légumes fruits,20066,maïs doux en conserve,vegetable,fruit vegetable,233,23,12323,2323320066,2323
704,704,23,légumes (hors pommes de terre),3,légumes fruits,20085,poivron vert cru,vegetable,fruit vegetable,233,23,12323,2323320085,2323
705,705,23,légumes (hors pommes de terre),3,légumes fruits,20086,poivron vert cuit,vegetable,fruit vegetable,233,23,12323,2323320086,2323
706,706,23,légumes (hors pommes de terre),3,légumes fruits,20087,poivron rouge cru,vegetable,fruit vegetable,233,23,12323,2323320087,2323
707,707,23,légumes (hors pommes de terre),3,légumes fruits,20088,poivron rouge cuit,vegetable,fruit vegetable,233,23,12323,2323320088,2323
708,708,23,légumes (hors pommes de terre),3,légumes fruits,20096,potiron cuit,vegetable,fruit vegetable,233,23,12323,2323320096,2323
709,709,23,légumes (hors pommes de terre),3,légumes fruits,20172,tomate cerise crue,vegetable,fruit vegetable,233,23,12323,2323320172,2323
710,710,23,légumes (hors pommes de terre),3,légumes fruits,20210,concombre cru pulpe,vegetable,fruit vegetable,233,23,12323,2323320210,2323
711,711,23,légumes (hors pommes de terre),4,légumes tiges,20000,artichaut cuit,vegetable,stem vegetable,234,23,12324,2324320000,2324
712,712,23,légumes (hors pommes de terre),4,légumes tiges,20001,asperge cuite,vegetable,stem vegetable,234,23,12324,2324320001,2324
713,713,23,légumes (hors pommes de terre),4,légumes tiges,20018,cœur de palmier en conserve,vegetable,stem vegetable,234,23,12324,2324320018,2324
714,714,23,légumes (hors pommes de terre),4,légumes tiges,20023,céleri branche cru,vegetable,stem vegetable,234,23,12324,2324320023,2324
715,715,23,légumes (hors pommes de terre),4,légumes tiges,20024,céleri branche cuit,vegetable,stem vegetable,234,23,12324,2324320024,2324
716,716,23,légumes (hors pommes de terre),4,légumes tiges,20028,fenouil cru,vegetable,stem vegetable,234,23,12324,2324320028,2324
717,717,23,légumes (hors pommes de terre),4,légumes tiges,20029,germe ou pousse de soja en conserve,vegetable,stem vegetable,234,23,12324,2324320029,2324
718,718,23,légumes (hors pommes de terre),4,légumes tiges,20039,poireau cru,vegetable,stem vegetable,234,23,12324,2324320039,2324
719,719,23,légumes (hors pommes de terre),4,légumes tiges,20040,poireau cuit,vegetable,stem vegetable,234,23,12324,2324320040,2324
720,720,23,légumes (hors pommes de terre),4,légumes tiges,20052,artichaut cru,vegetable,stem vegetable,234,23,12324,2324320052,2324
721,721,23,légumes (hors pommes de terre),4,légumes tiges,20054,cardon cru,vegetable,stem vegetable,234,23,12324,2324320054,2324
722,722,23,légumes (hors pommes de terre),4,légumes tiges,20076,asperge en conserve,vegetable,stem vegetable,234,23,12324,2324320076,2324
723,723,23,légumes (hors pommes de terre),4,légumes tiges,20078,céleri branche en conserve,vegetable,stem vegetable,234,23,12324,2324320078,2324
724,724,23,légumes (hors pommes de terre),4,légumes tiges,20118,fenouil cuit à l'eau,vegetable,stem vegetable,234,23,12324,2324320118,2324
725,725,23,légumes (hors pommes de terre),4,légumes tiges,20183,germe ou pousse de soja cru,vegetable,stem vegetable,234,23,12324,2324320183,2324
726,726,23,légumes (hors pommes de terre),5,choux,20006,brocoli cuit,vegetable,cabbage,235,23,12325,2325320006,2325
727,727,23,légumes (hors pommes de terre),5,choux,20013,chou de bruxelles cuit,vegetable,cabbage,235,23,12325,2325320013,2325
728,728,23,légumes (hors pommes de terre),5,choux,20014,chou rouge cru,vegetable,cabbage,235,23,12325,2325320014,2325
729,729,23,légumes (hors pommes de terre),5,choux,20015,chou vert cuit,vegetable,cabbage,235,23,12325,2325320015,2325
730,730,23,légumes (hors pommes de terre),5,choux,20016,chou-fleur cru,vegetable,cabbage,235,23,12325,2325320016,2325
731,731,23,légumes (hors pommes de terre),5,choux,20017,chou-fleur cuit,vegetable,cabbage,235,23,12325,2325320017,2325
732,732,23,légumes (hors pommes de terre),5,choux,20077,chou de bruxelles en conserve,vegetable,cabbage,235,23,12325,2325320077,2325
733,733,23,légumes (hors pommes de terre),5,choux,20095,chou rouge cuit à l'eau,vegetable,cabbage,235,23,12325,2325320095,2325
734,734,23,légumes (hors pommes de terre),5,choux,20116,chou blanc cru,vegetable,cabbage,235,23,12325,2325320116,2325
735,735,23,légumes (hors pommes de terre),6,champignons,20010,champignon tout type cru sans précision,vegetable,mushroom,236,23,12326,2326320010,2326
736,736,23,légumes (hors pommes de terre),6,champignons,20011,champignon tout type en conserve,vegetable,mushroom,236,23,12326,2326320011,2326
737,737,23,légumes (hors pommes de terre),6,champignons,20079,champignon de paris en conserve,vegetable,mushroom,236,23,12326,2326320079,2326
738,738,23,légumes (hors pommes de terre),6,champignons,20125,champignon de paris sauté,vegetable,mushroom,236,23,12326,2326320125,2326
739,739,23,légumes (hors pommes de terre),7,haricots verts et petits pois (légumes potagers),20030,haricot vert cuit,vegetable,beans,237,23,12327,2327320030,2327
740,740,23,légumes (hors pommes de terre),7,haricots verts et petits pois (légumes potagers),20036,petit pois en conserve,vegetable,beans,237,23,12327,2327320036,2327
741,741,23,légumes (hors pommes de terre),7,haricots verts et petits pois (légumes potagers),20037,petit pois cuit,vegetable,beans,237,23,12327,2327320037,2327
742,742,23,légumes (hors pommes de terre),7,haricots verts et petits pois (légumes potagers),20062,haricot vert en conserve égoutté,vegetable,beans,237,23,12327,2327320062,2327
743,743,23,légumes (hors pommes de terre),7,haricots verts et petits pois (légumes potagers),20063,haricot beurre en conserve,vegetable,beans,237,23,12327,2327320063,2327
744,744,23,légumes (hors pommes de terre),7,haricots verts et petits pois (légumes potagers),20071,haricot vert surgelé cuit,vegetable,beans,237,23,12327,2327320071,2327
745,745,23,légumes (hors pommes de terre),8,"mélanges de légumes, légumes préparés et autres légumes",8296,terrine ou mousse de légumes,vegetable,beans,238,23,12328,232838296,2328
746,746,23,légumes (hors pommes de terre),8,"mélanges de légumes, légumes préparés et autres légumes",20051,macédoine de légumes en conserve,vegetable,vegetable mix,238,23,12328,2328320051,2328
747,747,23,légumes (hors pommes de terre),8,"mélanges de légumes, légumes préparés et autres légumes",20093,petits pois et carottes en conserve,vegetable,vegetable mix,238,23,12328,2328320093,2328
748,748,23,légumes (hors pommes de terre),8,"mélanges de légumes, légumes préparés et autres légumes",20101,légumes mélangés surgelés,vegetable,vegetable mix,238,23,12328,2328320101,2328
749,749,23,légumes (hors pommes de terre),8,"mélanges de légumes, légumes préparés et autres légumes",20169,pulpe de tomate en conserve,vegetable,vegetable mix,238,23,12328,2328320169,2328
750,750,23,légumes (hors pommes de terre),8,"mélanges de légumes, légumes préparés et autres légumes",20170,purée de tomate,vegetable,vegetable mix,238,23,12328,2328320170,2328
751,751,23,légumes (hors pommes de terre),8,"mélanges de légumes, légumes préparés et autres légumes",20495,légume en purée hors pomme de terre non salé,vegetable,vegetable mix,238,23,12328,2328320495,2328
752,752,23,légumes (hors pommes de terre),8,"mélanges de légumes, légumes préparés et autres légumes",20499,légumes cuits sans précision,vegetable,vegetable mix,238,23,12328,2328320499,2328
753,753,23,légumes (hors pommes de terre),8,"mélanges de légumes, légumes préparés et autres légumes",25004,choucroute sans garniture,vegetable,vegetable mix,238,23,12328,2328325004,2328
754,754,23,légumes (hors pommes de terre),8,"mélanges de légumes, légumes préparés et autres légumes",25018,ratatouille niçoise,vegetable,vegetable mix,238,23,12328,2328325018,2328
755,755,23,légumes (hors pommes de terre),8,"mélanges de légumes, légumes préparés et autres légumes",25600,céleri rémoulade,vegetable,vegetable mix,238,23,12328,2328325600,2328
756,756,23,légumes (hors pommes de terre),8,"mélanges de légumes, légumes préparés et autres légumes",25605,champignons à la grecque,vegetable,vegetable mix,238,23,12328,2328325605,2328
757,757,23,légumes (hors pommes de terre),8,"mélanges de légumes, légumes préparés et autres légumes",25616,"autre légume frais ou crudité, sans assaisonnement",vegetable,vegetable mix,238,23,12328,2328325616,2328
758,758,23,légumes (hors pommes de terre),8,"mélanges de légumes, légumes préparés et autres légumes",25617,crudités vinaigrette sans précision,vegetable,vegetable mix,238,23,12328,2328325617,2328
759,759,23,légumes (hors pommes de terre),8,"mélanges de légumes, légumes préparés et autres légumes",25620,guacamole industriel,vegetable,vegetable mix,238,23,12328,2328325620,2328
760,760,24,pommes de terre et apparentés,99,sans,4002,pomme de terre cuite au four,potatoes,potatoes,2499,24,124299,2429934002,24299
761,761,24,pommes de terre et apparentés,99,sans,4003,pomme de terre cuite à l'eau,potatoes,potatoes,2499,24,124299,2429934003,24299
762,762,24,pommes de terre et apparentés,99,sans,4005,pomme de terre frite non salée,potatoes,potatoes,2499,24,124299,2429934005,24299
763,763,24,pommes de terre et apparentés,99,sans,4006,pomme de terre cuite à la vapeur,potatoes,potatoes,2499,24,124299,2429934006,24299
764,764,24,pommes de terre et apparentés,99,sans,4010,pomme de terre frite surgelée cuite,potatoes,potatoes,2499,24,124299,2429934010,24299
765,765,24,pommes de terre et apparentés,99,sans,4013,pomme noisette précuite surgelée,potatoes,potatoes,2499,24,124299,2429934013,24299
766,766,24,pommes de terre et apparentés,99,sans,4018,purée de pomme de terre avec lait et beurre non salée,potatoes,potatoes,2499,24,124299,2429934018,24299
767,767,24,pommes de terre et apparentés,99,sans,4019,purée de pomme de terre à base de flocons reconstituée au lait demi-écrémé,potatoes,potatoes,2499,24,124299,2429934019,24299
768,768,24,pommes de terre et apparentés,99,sans,4021,pomme de terre dauphine cuite,potatoes,potatoes,2499,24,124299,2429934021,24299
769,769,24,pommes de terre et apparentés,99,sans,4027,pomme de terre rissolée surgelée,potatoes,potatoes,2499,24,124299,2429934027,24299
770,770,24,pommes de terre et apparentés,99,sans,4102,patate douce cuite,potatoes,potatoes,2499,24,124299,2429934102,24299
771,771,24,pommes de terre et apparentés,99,sans,25510,gnocchis de pommes de terre,potatoes,potatoes,2499,24,124299,24299325510,24299
772,772,25,légumes secs,1,légumes secs,20500,fève cuite,dried vegetables,dried vegetables,251,25,12521,2521320500,2521
773,773,25,légumes secs,1,légumes secs,20502,haricot blanc cuit,dried vegetables,dried vegetables,251,25,12521,2521320502,2521
774,774,25,légumes secs,1,légumes secs,20503,haricot rouge cuit,dried vegetables,dried vegetables,251,25,12521,2521320503,2521
775,775,25,légumes secs,1,légumes secs,20505,lentille cuite,dried vegetables,dried vegetables,251,25,12521,2521320505,2521
776,776,25,légumes secs,1,légumes secs,20506,pois cassé cuit,dried vegetables,dried vegetables,251,25,12521,2521320506,2521
777,777,25,légumes secs,1,légumes secs,20507,pois chiche cuit,dried vegetables,dried vegetables,251,25,12521,2521320507,2521
778,778,25,légumes secs,1,légumes secs,20508,haricot flageolet en conserve,dried vegetables,dried vegetables,251,25,12521,2521320508,2521
779,779,25,légumes secs,1,légumes secs,20511,haricot blanc en conserve,dried vegetables,dried vegetables,251,25,12521,2521320511,2521
780,780,25,légumes secs,1,légumes secs,20700,autre légume sec cuit,dried vegetables,dried vegetables,251,25,12521,2521320700,2521
781,781,25,légumes secs,2,légumes secs préparés,20510,lentille cuisinée en conserve,dried vegetables,processed dried vegetables,252,25,12522,2522320510,2522
782,782,25,légumes secs,2,légumes secs préparés,25621,houmous,dried vegetables,processed dried vegetables,252,25,12522,2522325621,2522
783,783,26,fruits,99,sans,13000,abricot frais,fruits,fruits,2699,26,126299,26299313000,26299
784,784,26,fruits,99,sans,13002,ananas frais,fruits,fruits,2699,26,126299,26299313002,26299
785,785,26,fruits,99,sans,13005,banane fraîche,fruits,fruits,2699,26,126299,26299313005,26299
786,786,26,fruits,99,sans,13008,cerise fraîche,fruits,fruits,2699,26,126299,26299313008,26299
787,787,26,fruits,99,sans,13009,citron frais,fruits,fruits,2699,26,126299,26299313009,26299
788,788,26,fruits,99,sans,13010,coing frais,fruits,fruits,2699,26,126299,26299313010,26299
789,789,26,fruits,99,sans,13012,figue fraîche,fruits,fruits,2699,26,126299,26299313012,26299
790,790,26,fruits,99,sans,13014,fraise fraîche,fruits,fruits,2699,26,126299,26299313014,26299
791,791,26,fruits,99,sans,13015,framboise fraîche,fruits,fruits,2699,26,126299,26299313015,26299
792,792,26,fruits,99,sans,13016,fruit de la passion frais,fruits,fruits,2699,26,126299,26299313016,26299
793,793,26,fruits,99,sans,13018,grenade fraîche,fruits,fruits,2699,26,126299,26299313018,26299
794,794,26,fruits,99,sans,13019,groseille fraîche,fruits,fruits,2699,26,126299,26299313019,26299
795,795,26,fruits,99,sans,13020,groseille à maquereau fraîche,fruits,fruits,2699,26,126299,26299313020,26299
796,796,26,fruits,99,sans,13021,kiwi frais,fruits,fruits,2699,26,126299,26299313021,26299
797,797,26,fruits,99,sans,13023,litchi frais,fruits,fruits,2699,26,126299,26299313023,26299
798,798,26,fruits,99,sans,13024,clémentine ou mandarine fraîche,fruits,fruits,2699,26,126299,26299313024,26299
799,799,26,fruits,99,sans,13025,mangue fraîche,fruits,fruits,2699,26,126299,26299313025,26299
800,800,26,fruits,99,sans,13026,melon frais,fruits,fruits,2699,26,126299,26299313026,26299
801,801,26,fruits,99,sans,13027,mirabelle fraîche,fruits,fruits,2699,26,126299,26299313027,26299
802,802,26,fruits,99,sans,13028,myrtille fraîche,fruits,fruits,2699,26,126299,26299313028,26299
803,803,26,fruits,99,sans,13029,mûre de ronce fraîche,fruits,fruits,2699,26,126299,26299313029,26299
804,804,26,fruits,99,sans,13030,nectarine non pelée fraîche,fruits,fruits,2699,26,126299,26299313030,26299
805,805,26,fruits,99,sans,13034,orange fraîche,fruits,fruits,2699,26,126299,26299313034,26299
806,806,26,fruits,99,sans,13035,papaye fraîche,fruits,fruits,2699,26,126299,26299313035,26299
807,807,26,fruits,99,sans,13036,pastèque fraîche,fruits,fruits,2699,26,126299,26299313036,26299
808,808,26,fruits,99,sans,13037,poire non pelée fraîche,fruits,fruits,2699,26,126299,26299313037,26299
809,809,26,fruits,99,sans,13039,pomme non pelée fraîche,fruits,fruits,2699,26,126299,26299313039,26299
810,810,26,fruits,99,sans,13040,pamplemousse frais,fruits,fruits,2699,26,126299,26299313040,26299
811,811,26,fruits,99,sans,13041,prune reine-claude fraîche,fruits,fruits,2699,26,126299,26299313041,26299
812,812,26,fruits,99,sans,13043,pêche non pelée fraîche,fruits,fruits,2699,26,126299,26299313043,26299
813,813,26,fruits,99,sans,13044,raisin blanc frais,fruits,fruits,2699,26,126299,26299313044,26299
814,814,26,fruits,99,sans,13045,raisin noir frais,fruits,fruits,2699,26,126299,26299313045,26299
815,815,26,fruits,99,sans,13063,figue de barbarie,fruits,fruits,2699,26,126299,26299313063,26299
816,816,26,fruits,99,sans,13066,kaki frais,fruits,fruits,2699,26,126299,26299313066,26299
817,817,26,fruits,99,sans,13067,lime dit citron vert pulpe,fruits,fruits,2699,26,126299,26299313067,26299
818,818,26,fruits,99,sans,13071,mûre noire de mûrier fraîche,fruits,fruits,2699,26,126299,26299313071,26299
819,819,26,fruits,99,sans,13084,pêche pelée fraîche,fruits,fruits,2699,26,126299,26299313084,26299
820,820,26,fruits,99,sans,13134,salade de fruits frais,fruits,fruits,2699,26,126299,26299313134,26299
821,821,26,fruits,99,sans,13564,nèfle du japon fraîche,fruits,fruits,2699,26,126299,26299313564,26299
822,822,26,fruits,99,sans,13997,"fruits rouges frais (framboises, fraises, groseilles, cassis)",fruits,fruits,2699,26,126299,26299313997,26299
823,823,26,fruits,99,sans,13999,fruit sans précision,fruits,fruits,2699,26,126299,26299313999,26299
824,824,26,fruits,99,sans,90130,litchi sans précision,fruits,fruits,2699,26,126299,26299390130,26299
825,825,26,fruits,99,sans,92049,autre fruit,fruits,fruits,2699,26,126299,26299392049,26299
826,826,27,fruits secs et graines oléagineuses,1,fruits secs et châtaignes,13001,abricot sec,dried fruits and oleaginous seeds,dried fruits,271,27,12721,2721313001,2721
827,827,27,fruits secs et graines oléagineuses,1,fruits secs et châtaignes,13006,banane mi-sèche,dried fruits and oleaginous seeds,dried fruits,271,27,12721,2721313006,2721
828,828,27,fruits secs et graines oléagineuses,1,fruits secs et châtaignes,13011,datte sèche,dried fruits and oleaginous seeds,dried fruits,271,27,12721,2721313011,2721
829,829,27,fruits secs et graines oléagineuses,1,fruits secs et châtaignes,13013,figue sèche,dried fruits and oleaginous seeds,dried fruits,271,27,12721,2721313013,2721
830,830,27,fruits secs et graines oléagineuses,1,fruits secs et châtaignes,13042,pruneau sec,dried fruits and oleaginous seeds,dried fruits,271,27,12721,2721313042,2721
831,831,27,fruits secs et graines oléagineuses,1,fruits secs et châtaignes,13046,raisin sec,dried fruits and oleaginous seeds,dried fruits,271,27,12721,2721313046,2721
832,832,27,fruits secs et graines oléagineuses,1,fruits secs et châtaignes,13051,mélange pour apéritif de fruits exotiques séchés,dried fruits and oleaginous seeds,dried fruits,271,27,12721,2721313051,2721
833,833,27,fruits secs et graines oléagineuses,1,fruits secs et châtaignes,15015,purée de marrons en conserve,dried fruits and oleaginous seeds,dried fruits,271,27,12721,2721315015,2721
834,834,27,fruits secs et graines oléagineuses,1,fruits secs et châtaignes,15020,châtaigne cuite à l'eau,dried fruits and oleaginous seeds,dried fruits,271,27,12721,2721315020,2721
835,835,27,fruits secs et graines oléagineuses,1,fruits secs et châtaignes,15021,châtaigne grillée,dried fruits and oleaginous seeds,dried fruits,271,27,12721,2721315021,2721
836,836,27,fruits secs et graines oléagineuses,2,oléagineux et graines,15000,amande,dried fruits and oleaginous seeds,oleaginous fruits,272,27,12722,2722315000,2722
837,837,27,fruits secs et graines oléagineuses,2,oléagineux et graines,15001,cacahuète ou arachide,dried fruits and oleaginous seeds,oleaginous fruits,272,27,12722,2722315001,2722
838,838,27,fruits secs et graines oléagineuses,2,oléagineux et graines,15002,cacahuète grillée salée,dried fruits and oleaginous seeds,oleaginous fruits,272,27,12722,2722315002,2722
839,839,27,fruits secs et graines oléagineuses,2,oléagineux et graines,15004,noisette,dried fruits and oleaginous seeds,oleaginous fruits,272,27,12722,2722315004,2722
840,840,27,fruits secs et graines oléagineuses,2,oléagineux et graines,15005,noix,dried fruits and oleaginous seeds,oleaginous fruits,272,27,12722,2722315005,2722
841,841,27,fruits secs et graines oléagineuses,2,oléagineux et graines,15006,noix de coco amande mûre fraîche,dried fruits and oleaginous seeds,oleaginous fruits,272,27,12722,2722315006,2722
842,842,27,fruits secs et graines oléagineuses,2,oléagineux et graines,15007,noix de coco amande sèche,dried fruits and oleaginous seeds,oleaginous fruits,272,27,12722,2722315007,2722
843,843,27,fruits secs et graines oléagineuses,2,oléagineux et graines,15008,noix du brésil,dried fruits and oleaginous seeds,oleaginous fruits,272,27,12722,2722315008,2722
844,844,27,fruits secs et graines oléagineuses,2,oléagineux et graines,15009,pistache rôtie salée,dried fruits and oleaginous seeds,oleaginous fruits,272,27,12722,2722315009,2722
845,845,27,fruits secs et graines oléagineuses,2,oléagineux et graines,15010,graine de sésame et autres,dried fruits and oleaginous seeds,oleaginous fruits,272,27,12722,2722315010,2722
846,846,27,fruits secs et graines oléagineuses,2,oléagineux et graines,15011,graine de tournesol,dried fruits and oleaginous seeds,oleaginous fruits,272,27,12722,2722315011,2722
847,847,27,fruits secs et graines oléagineuses,2,oléagineux et graines,15019,noix de cajou salée,dried fruits and oleaginous seeds,oleaginous fruits,272,27,12722,2722315019,2722
848,848,27,fruits secs et graines oléagineuses,2,oléagineux et graines,15025,pignon de pin,dried fruits and oleaginous seeds,oleaginous fruits,272,27,12722,2722315025,2722
849,849,27,fruits secs et graines oléagineuses,3,mélanges,15018,mélange pour apéritif de graines salées et raisin sec,,dried fruit mix,273,27,12723,2723315018,2723
850,850,27,fruits secs et graines oléagineuses,3,mélanges,15040,fruits secs ou séchés et graines oléagineuses sans précision,,dried fruit mix,273,27,12723,2723315040,2723
851,851,28,glaces et desserts glacés,1,glaces,39500,glace crème glacée sorbet ou glace à l'eau parfums divers,ice cream and frozen desserts,ice cream,281,28,12821,2821339500,2821
852,852,28,glaces et desserts glacés,1,glaces,39503,glace enrobée de chocolat type esquimau,ice cream and frozen desserts,ice cream,281,28,12821,2821339503,2821
853,853,28,glaces et desserts glacés,1,glaces,39507,crème glacée au chocolat type carte d'or chocolat,ice cream and frozen desserts,ice cream,281,28,12821,2821339507,2821
854,854,28,glaces et desserts glacés,1,glaces,39508,glace en cornet,ice cream and frozen desserts,ice cream,281,28,12821,2821339508,2821
855,855,28,glaces et desserts glacés,1,glaces,39600,crème glacée à la vanille type carte d'or vanille,ice cream and frozen desserts,ice cream,281,28,12821,2821339600,2821
856,856,28,glaces et desserts glacés,2,desserts glacés,23472,profiteroles glace vanille et sauce chocolat,ice cream and frozen desserts,frozen dessert,282,28,12822,2822323472,2822
857,857,28,glaces et desserts glacés,2,desserts glacés,31035,barre chocolatée glacée type mars twix snickers,ice cream and frozen desserts,frozen dessert,282,28,12822,2822331035,2822
858,858,28,glaces et desserts glacés,2,desserts glacés,39401,pêche melba,ice cream and frozen desserts,frozen dessert,282,28,12822,2822339401,2822
859,859,28,glaces et desserts glacés,2,desserts glacés,39518,omelette norvégienne,ice cream and frozen desserts,frozen dessert,282,28,12822,2822339518,2822
860,860,28,glaces et desserts glacés,2,desserts glacés,39519,poire belle hélène,ice cream and frozen desserts,frozen dessert,282,28,12822,2822339519,2822
861,861,28,glaces et desserts glacés,3,sorbets,31025,sorbet tout type,ice cream and frozen desserts,sorbet,283,28,12823,2823331025,2823
862,862,29,chocolat,1,chocolat en tablettes,673,chocolat au lait fourré au praliné en tablette,chocolate,chocolate,291,29,12921,29213673,2921
863,863,29,chocolat,1,chocolat en tablettes,677,chocolat noir fourré au praliné en tablette,chocolate,chocolate,291,29,12921,29213677,2921
864,864,29,chocolat,1,chocolat en tablettes,31004,chocolat au lait en tablette ou en barre type kinder maxi,chocolate,chocolate,291,29,12921,2921331004,2921
865,865,29,chocolat,1,chocolat en tablettes,31005,chocolat noir 40% de cacao minimum en tablette à pâtisser ou à croquer,chocolate,chocolate,291,29,12921,2921331005,2921
866,866,29,chocolat,1,chocolat en tablettes,31009,chocolat au lait et aux céréales croustillantes en tablette type crunch,chocolate,chocolate,291,29,12921,2921331009,2921
867,867,29,chocolat,1,chocolat en tablettes,31010,chocolat blanc en tablette type galak,chocolate,chocolate,291,29,12921,2921331010,2921
868,868,29,chocolat,1,chocolat en tablettes,31018,chocolat au lait aux fruits secs (amande noisette raisin sec) en tablette ou en,chocolate,chocolate,291,29,12921,2921331018,2921
869,869,29,chocolat,1,chocolat en tablettes,31030,chocolat extra noir dégustation 70% de cacao sans sucres ajoutés avec édulcorant,chocolate,chocolate,291,29,12921,2921331030,2921
870,870,29,chocolat,1,chocolat en tablettes,31070,chocolat noir aux fruits secs (amande noisette raisin sec praliné) en tablette,chocolate,chocolate,291,29,12921,2921331070,2921
871,871,29,chocolat,1,chocolat en tablettes,31074,chocolat noir 70% de cacao minimum en tablette,chocolate,chocolate,291,29,12921,2921331074,2921
872,872,29,chocolat,2,barres chocolatées,31000,barre chocolatée biscuitée type kit-kat lion ou twix,chocolate,chocolate bars,292,29,12922,2922331000,2922
873,873,29,chocolat,2,barres chocolatées,31001,barre chocolatée non biscuitée enrobée type mars,chocolate,chocolate bars,292,29,12922,2922331001,2922
874,874,29,chocolat,2,barres chocolatées,31002,barre à la noix de coco enrobée de chocolat type bounty,chocolate,chocolate bars,292,29,12922,2922331002,2922
875,875,29,chocolat,2,barres chocolatées,31071,barre chocolatée aux fruits secs type nuts ou snickers,chocolate,chocolate bars,292,29,12922,2922331071,2922
876,876,29,chocolat,2,barres chocolatées,31073,barre pour enfant au lait et au cacao type pingui,chocolate,chocolate bars,292,29,12922,2922331073,2922
877,877,29,chocolat,3,pâte chocolatée à tartiner,31032,pâte à tartiner au chocolat et aux noisettes type nutella,chocolate,chocolate spread,293,29,12923,2923331032,2923
878,878,30,sucres et dérivés,1,sucre et assimilés,31016,sucre blanc,sugar and byproducts,sugar,301,30,13021,3021331016,3021
879,879,30,sucres et dérivés,1,sucre et assimilés,31017,sucre roux,sugar and byproducts,sugar,301,30,13021,3021331017,3021
880,880,30,sucres et dérivés,1,sucre et assimilés,31076,sucre allégé type tutti free,sugar and byproducts,sugar,301,30,13021,3021331076,3021
881,881,30,sucres et dérivés,1,sucre et assimilés,31077,fructose,sugar and byproducts,sugar,301,30,13021,3021331077,3021
882,882,30,sucres et dérivés,1,sucre et assimilés,81052,sucre blanc ajouté au service,sugar and byproducts,sugar,301,30,13021,3021381052,3021
883,883,30,sucres et dérivés,2,confiserie,15201,pâte d'amande fabrication industrielle,sugar and byproducts,sweets,302,30,13022,3022315201,3022
884,884,30,sucres et dérivés,2,confiserie,24520,meringue,sugar and byproducts,sweets,302,30,13022,3022324520,3022
885,885,30,sucres et dérivés,2,confiserie,31003,bonbons tout type sauf gélifiés,sugar and byproducts,sweets,302,30,13022,3022331003,3022
886,886,30,sucres et dérivés,2,confiserie,31007,chewing-gum sucré,sugar and byproducts,sweets,302,30,13022,3022331007,3022
887,887,30,sucres et dérivés,2,confiserie,31014,pâte de fruits,sugar and byproducts,sweets,302,30,13022,3022331014,3022
888,888,30,sucres et dérivés,2,confiserie,31033,nougat ou touron,sugar and byproducts,sweets,302,30,13022,3022331033,3022
